,Unnamed: 0,smiles,logP,logD
7436,17326,O=CNc1cc([C@@H](O)CNCCc2ccc(NC[C@H](O)c3ccccc3)cc2)ccc1O,,0.02
7437,13032,OCC1CO1,-0.95,
7438,8195,Cc1c(C#N)sc(S(C)=O)c1-c1ccccc1,3.36,
7439,2835,CCC(C)NC(=O)COC(=O)Cc1ccc2cc(OC)ccc2c1,3.31,
7440,13594,c1ccc2c(c1)ccc1nc3ccc4ccccc4c3cc12,5.63,
7441,11817,O=C(O)c1ccc([N+](=O)[O-])cc1Cl,2.03,
7442,13278,Oc1cccc(-c2ccccc2)c1,3.23,
7443,9691,Cn1c(C=O)cnc1[N+](=O)[O-],-0.1,
7444,11475,O=C(Nc1ccccc1)Nc1ccc(Cl)c(Cl)c1,4.7,
7445,9321,Clc1cc(Cl)c(Cl)c(-c2cc(Cl)cc(Cl)c2Cl)c1,7.07,
7446,6039,CNC(=O)C(=NOC)c1ccccc1Oc1ccccc1,2.32,
7447,2609,CCC(=O)C1(c2cccc(OC(=O)C(C)(C)C)c2)CCN(C)CC1,2.59,
7448,12462,O=[N+]([O-])CCc1ccccc1,2.08,
7449,14086,CC(O)(C(=O)Nc1ccc(S(=O)(=O)c2ccc(F)cc2)cc1)C(F)(F)F,,3.12
7450,14636,CCn1[nH]c(C)c(C(=O)N[C@@H](C)C(C)(C)C)c1=NS(=O)(=O)c1ccc(C)cc1,,0.95
7451,12483,O=[N+]([O-])c1c(Cl)ncnc1Cl,2.29,
7452,12328,O=Nc1c(Br)cc2ccccc2c1O,2.93,
7453,6873,COCCn1c(C)cc(C(=O)CSc2n[nH]c3nc4ccccc4n23)c1C,3.45,
7454,16227,Cc1cn([C@H]2CCCN(S(=O)(=O)c3ccc(O)c(Oc4cc(F)cc(Cl)c4)c3)C2)c(=O)[nH]c1=O,,2.35
7455,2811,CCC(C)N(CC(O)COc1ccccc1)CC(O)COc1ccccc1,3.46,
7456,11137,O=C(C(O)CO)C(O)C(O)CO,-1.88,
7457,8514,Cc1ccc(C(=O)O)c(O)c1,2.99,
7458,6327,CNP(=O)(OC)SC,-0.07,
7459,8105,CSc1nnc(C2CCCCC2)c(=O)n1N,2.14,
7460,5350,CCc1cnc(=NS(=O)(=O)c2ccc(N)cc2)[nH]c1,0.9,
7461,3230,CCCCCBr,3.37,
7462,8828,Cc1cccc(C)n1,1.68,
7463,10707,NN1CCCCC1,-0.28,
7464,4640,CCOC(=O)CC(=O)C=Cc1cccc(C)c1,2.8,
7465,6575,COC(=O)c1c(C)[nH]c(-c2cccc(Cl)n2)c1C(=O)OC,2.65,
7466,11944,O=C(c1ccc([N+](=O)[O-])cc1)N(NC(=S)Nc1ccccc1)c1ccccc1,3.87,
7467,14295,CCCSc1[nH]c(=NC)ccc1C(=O)N[C@H]1C2CC3CC1C[C@](O)(C3)C2,,3.27
7468,12535,O=[N+]([O-])c1ccc(-n2cccn2)cc1,2.25,
7469,10003,N#Cc1c(Cl)c(Cl)c(Cl)c(C#N)c1Cl,3.05,
7470,2306,CC12CCC(=O)C=C1CCC1C3CCC(O)(C(=O)CO)C3(C)CC(O)C12F,1.67,
7471,5766,CN(C)c1cccc(C(N)=O)c1,0.95,
7472,3549,CCCCCCc1ccc(N)cc1,4.21,
7473,15238,COc1cc2[nH]cnc(=NCc3cccc(C)c3)c2cc1OC,,3.5
7474,9559,Clc1ccc2c(c1)Oc1ccccc1O2,5.0,
7475,7720,COc1cccc(OC)c1-c1nc2ccncc2[nH]1,1.66,
7476,12190,O=C1c2ccccc2C(=O)C1C(=O)C(c1ccccc1)c1ccccc1,4.27,
7477,5864,CN(N)C(=O)c1ccccc1,0.7,
7478,3399,CCCCCCCCCCCCS(=O)(=O)O[Na],0.96,
7479,4908,CCOCn1c(-c2ccc(Cl)cc2)c(C#N)c(Br)c1C(F)(F)F,4.83,
7480,11122,Nc1cnc2ccccc2c1,1.63,
7481,13296,Oc1ccccc1Br,2.35,
7482,3417,CCCCCCCCCCNc1cc(N)[n+]([O-])c(=N)[nH]1,4.08,
7483,13759,CC(=O)N=c1[nH]c(-c2ccccc2)ns1,,2.8
7484,11883,O=C(OCC1CCC(n2cnc3c(=O)[nH]cnc32)O1)c1ccccc1,0.66,
7485,5347,CCc1cnc(-c2ccc(C(C)C(=O)O)cc2Cl)s1,4.39,
7486,9412,Clc1cc2oc3ccc(Cl)c(Cl)c3c2cc1Cl,6.23,
7487,6563,COC(=O)Nc1ccccc1Br,2.3,
7488,9653,Cn1c(=N)[nH]c2c3cccnc3ccc21,1.46,
7489,9360,Clc1cc(Cl)c2oc3c(Cl)c(Cl)c(Cl)cc3c2c1,6.59,
7490,7459,COc1ccc(Cc2ccccc2C(N)=O)cc1,1.63,
7491,15927,Cc1cc(CN2Cc3ccccc3C2C(=O)Nc2cc(Cl)ccc2Cl)ccc1OCC(=O)O,,2.19
7492,6803,COCC(=O)Nc1ccc(Cl)c(Cl)c1,2.77,
7493,13385,[O-][n+]1ccc(Cl)c2ccc(Cl)cc21,1.85,
7494,12016,O=C1C=CC(=O)N1,-0.29,
7495,7280,COc1cc2ccc(=NC(C)=O)c3c(c2c(OC)c1OC)CCC(N)C(=O)C3,0.3,
7496,1027,CC(=O)OC1CC(OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CC(O)C5(C)C(c7coc(O)c7)CCC65O)C4)OC3C)OC2C)OC(C)C1O,1.97,
7497,13508,c1ccc(N=c2cccc[nH]2)cc1,2.75,
7498,10711,NN=c1[nH]ncc2ccccc12,1.0,
7499,236,C=C(C)C(=O)OCC(C)C,2.66,
7500,4033,CCCOCc1cc(=O)c(O)co1,0.3,
7501,7066,COc1cc(-n2c(=O)cc(C)n2C)ncn1,0.3,
7502,9568,Clc1ccc2ccccc2c1,3.9,
7503,15836,Cc1c(Sc2ccc(Cl)cc2)c2c(Cl)cccc2n1CC(=O)O,,2.15
7504,15476,COc1ccc2ncc(=O)n(CCN3CCC(NCc4cc5c(cn4)OCCO5)CC3)c2c1,,0.93
7505,2016,CC(C)c1n[nH]c(=N)o1,0.2,
7506,5418,CCn1ccc(=O)c(O)c1C,-0.31,
7507,1421,CC(C)(C)N(NC(=O)c1ccccc1)C(=O)c1ccc([N+](=O)[O-])cc1,2.63,
7508,4721,CCOC(=O)N(C)C,0.89,
7509,11111,Nc1ccccc1NC(=O)Cc1ccccc1,1.45,
7510,8952,Cc1ccccc1OC(=O)c1ccc(N)cc1O,3.14,
7511,10921,Nc1cc([N+](=O)[O-])cc(Cl)c1O,1.53,
7512,6342,CNc1ccc(-c2nc3ccc(C#N)cc3s2)cc1,2.5,
7513,5850,CN(Cc1cccc([N+](=O)[O-])c1)N=O,1.17,
7514,12793,O=c1[nH]c2c(O)ccc(CCNCCSCCCOCCCc3ccccc3)c2s1,3.61,
7515,6137,CNC(=O)ON=C1SCOC1C,0.46,
7516,14489,CCOC(=O)C(Cc1ccc([N+](=O)[O-])cc1)NC(=O)c1ccccc1,,2.79
7517,1773,CC(C)COC(=O)c1ccccc1C(=O)OCC(C)C,4.11,
7518,13737,CC#CCn1c(=O)c2c(-c3cncn3C)n(Cc3ccnc4ccc(Cl)cc34)nc2n(CC2CC2)c1=O,,3.61
7519,1610,CC(C)C(C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1)c1ccc(OC(F)F)cc1,6.2,
7520,5220,CCc1c(O)c(=O)ccn1CCO,-0.66,
7521,10509,NC(=O)c1ccccc1N,0.35,
7522,6269,CNC12CC(O)CCC1CCc1ccccc12,2.37,
7523,3796,CCCCOc1ccc(NC(=O)OCCN2CCOCC2)cc1,3.35,
7524,9793,FC(F)(F)C(F)(F)c1ccccc1,3.36,
7525,12493,O=[N+]([O-])c1c[nH]c([N+](=O)[O-])n1,0.2,
7526,11033,Nc1ccc(S(=O)(=O)c2ccc(NO)cc2)cc1,0.88,
7527,5187,CCSCCn1cnc2c(=N)n(C)c(=O)[nH]c21,0.0,
7528,8566,Cc1ccc(C2(Cn3cncn3)OCCO2)cc1,1.55,
7529,6911,CON(C)C(=O)Nc1ccc(C2CCCCC2)cc1,4.08,
7530,16940,O=C(CSc1ccccc1)N1CCN(c2ccccc2)CC1,,3.2
7531,2109,CC(NC(=O)C(NC(=O)C([NH3+])Cc1ccccc1)C(C)C)C(=O)[O-],-2.19,
7532,3252,CCCCCC(CCCCC)c1ccccc1,7.45,
7533,14772,CN1C(=O)CC(C)(CCc2cccc(-c3ccccc3)c2)N=C1N,,2.03
7534,16467,Fc1cc2[nH]cnc2cc1Cl,,2.35
7535,3967,CCCNC(=O)NS(=O)(=O)c1ccccc1,1.44,
7536,16733,NC(=O)Nc1cc(-c2cccc(F)c2F)sc1C(=O)N[C@H]1CCCNC1,,1.32
7537,993,CC(=O)Nc1ccccc1Cl,1.28,
7538,15824,Cc1c(OC2CCN(CC3CCN([C@@](C)(Cc4ccc(F)cc4)C(=O)O)CC3)CC2)ccc(Cl)c1Cl,,2.98
7539,13916,CC(C)C(NC(=O)Cn1c(-c2ccccc2)ccc(NC(=O)OCc2ccc(C(=O)O)cc2)c1=O)C(=O)C(F)(F)F,,0.84
7540,17129,O=C(Nc1cccc2cccnc12)c1ccc(-n2c(O)c3c(c2O)[C@H]2C=C[C@@H]3C2)cc1,,3.28
7541,8794,Cc1cccc(C)c1C(N)=O,0.9,
7542,376,C=CCN(C)N=Nc1ccccc1C(N)=O,2.91,
7543,15022,COCCN1CCC(Cc2ccc(C(=O)NCc3c[nH]c(C#N)nc3=NCC(C)(C)C)cc2)CC1,,3.5
7544,9732,Cn1ccc(=O)c(O)c1,-0.7,
7545,5073,CCOc1ccc(OC(=O)NC)cc1,1.63,
7546,4850,CCOC(C(=O)OCc1ccccc1)C(C)C,3.29,
7547,7344,COc1ccc(C(=O)NN)cc1,0.25,
7548,12597,O=[N+]([O-])c1ccc2c(c1)Cc1cc([N+](=O)[O-])ccc1-2,3.35,
7549,12071,O=C1CC(Sc2ccccc2C(=O)OCc2ccccc2)N1,2.62,
7550,5956,CN1CCCCC1,1.3,
7551,17390,O=c1[nH]c2c(O)ccc([C@@H](O)CNCCCSCCNCCc3cccc(Cl)c3)c2s1,,1.06
7552,2215,CC1(C)N=C(N)N=C(N)N1c1ccc(Br)cc1,1.09,
7553,17474,O=c1cc(-c2ccco2)[nH]c2ccccc12,,2.21
7554,17063,O=C(NCc1ccncn1)c1ccc(Oc2ccc(C#C[C@@]3(O)CN4CCC3CC4)cc2)cc1,,1.77
7555,8685,Cc1ccc(S(=O)(=O)N(CCO)Cc2ccccc2)cc1,3.69,
7556,10346,NC(=O)C1CSC(c2oc(CO)c(O)c2O)N1,-1.73,
7557,4080,CCCS(=O)(=O)CCn1c([N+](=O)[O-])cnc1C,0.23,
7558,5217,CCc1c(O)c(=O)ccn1C,-0.2,
7559,3929,CCCN1C(=O)C(=Cc2ccc([N+](=O)[O-])o2)SC1=NC(C)=O,1.17,
7560,1842,CC(C)NC(=O)n1cc(O)n(-c2cc(Cl)cc(Cl)c2)c1=O,3.0,
7561,16225,Cc1cn([C@H]2CCCN(S(=O)(=O)c3ccc(C(N)=O)c(Oc4cccc(Cl)c4)c3)C2)c(=O)[nH]c1=O,,1.96
7562,5550,CN(C)C(=O)Oc1cccnc1[N+](=O)[O-],0.54,
7563,9723,Cn1cc(C(O)O)cc1O,-1.5,
7564,9394,Clc1cc2c(Cl)cccc2c(Cl)c1Cl,5.77,
7565,15105,COc1cc(C(=O)NS(=O)(=O)c2ccccc2)ccc1Cn1ncc2ccc(NC(=O)OC3CCCC3)cc21,,1.8
7566,16715,N=c1ccn([C@@H]2O[C@H](CO)[C@@H](O)C2(F)F)c(=O)[nH]1,,-1.5
7567,14581,CC[C@H](CO)N=c1[nH]c(SCc2ccccc2)nc2[nH]c(=O)sc12,,3.22
7568,13613,c1ccc2cc3cc4c(ccc5ccccc54)cc3cc2c1,6.81,
7569,8951,Cc1ccccc1OC(=O)N(C)C,1.86,
7570,10954,Nc1ccc(C(=O)Oc2ccc(Cl)cc2Cl)c(O)c1,4.27,
7571,14674,CN(C(=O)Cc1ccc(S(=O)(=O)N(C)C)cc1)C1CCN(CCC(c2ccccc2)c2ccccc2)CC1,,3.5
7572,8104,CSc1nnc(C)c(=O)n1N,-0.16,
7573,7487,COc1ccc(N=NN(C)C)cc1,2.99,
7574,35,Brc1cccc(Br)c1NC1=NCCN1,1.96,
7575,7895,COc1nc(=NC(=O)NS(=O)(=O)c2ccccc2Cl)nc(C)[nH]1,2.0,
7576,9008,Cc1cnc(-c2ccc(C#N)cc2)c(-c2ccc(C#N)cc2)n1,2.52,
7577,7863,COc1cccnn1,0.08,
7578,5949,CN1CCC23c4c5ccc(O)c4OC2C(=O)CCC3(O)C1C5,0.83,
7579,4732,CCOC(=O)NC1=C(N2CC2)C(=O)C(NC(=O)OCC)=C(N2CC2)C1=O,-0.02,
7580,717,CC(=O)NC(C)C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)NC(C)C(=O)NC(C)(C)C,1.26,
7581,386,C=CCN(N=O)C(=O)NCCCCC(NC(C)=O)C(=O)NCc1ccccc1,1.62,
7582,16748,NC(=O)c1c(OCc2c(F)cc(Br)cc2F)[nH]sc1=NC(=O)NCCCCN1CCCC1,,2.5
7583,5687,CN(C)N=Nc1ccc(C=CC(=O)O)cc1,2.66,
7584,10205,N=c1[nH]ccc(=O)[nH]1,-0.99,
7585,5463,CN(C)C(=O)COC(=O)c1ccccc1,1.07,
7586,14249,CCCCN(CCCC)CCCOC(=O)c1ccc(N)cc1,,1.93
7587,15868,Cc1cc(=N)c2cc(NC(=O)CC(=O)Nc3ccc4[nH]c(C)cc(=N)c4c3)ccc2[nH]1,,1.35
7588,12268,O=Cc1cccs1,1.02,
7589,14123,CC1(C)Oc2[nH]cnc(=N)c2N=C1c1ccc(C2CCC(CC(=O)O)CC2)cc1,,1.32
7590,9743,Cn1cccn1,0.23,
7591,12643,O=[N+]([O-])c1ccccc1Nc1ccccc1,3.66,
7592,951,CC(=O)Nc1ccc2ncccc2c1,1.55,
7593,6509,COC(=O)CSc1ccc(Cl)cc1[N+](=O)[O-],2.24,
7594,15309,COc1ccc(-c2[nH]c(=N)s[n+]2-c2ccccc2)cc1,,2.19
7595,14590,CC[C@H](NC(=O)c1c([S+](C)[O-])c(-c2cccc(F)c2)nc2ccccc12)c1ccccc1,,3.14
7596,12381,O=S(=O)(Nc1cn[nH]c1)c1ccccc1,0.87,
7597,305,C=CC(=O)NCCN(C)C,-0.25,
7598,17511,OCC(CO)N=c1[nH]c(SCc2cccc(F)c2F)nc2[nH]c(=NC3CC3)sc12,,3.11
7599,8522,Cc1ccc(C(C)C)c(O)c1,3.3,
7600,14665,CN(C(=O)Cc1ccc(-n2cnnn2)cc1)[C@@H]1CCN(Cc2ccc(C(F)(F)F)cc2)C[C@@H]1F,,3.3
7601,2606,CCC(=O)C(CS(=O)(=O)c1ccccc1)c1ccccc1,1.82,
7602,458,C=CCn1c(SCC(=O)Nc2ccc(C)c(F)c2)nnc1-c1cccs1,4.48,
7603,8362,Cc1cc(C)cc(OC2OC(CO)C(O)C(O)C2O)c1,0.26,
7604,11767,O=C(O)c1cc(=O)c2c(OCC(O)COc3cccc4oc(C(=O)O)cc(=O)c34)cccc2o1,1.92,
7605,6545,COC(=O)Nc1ccc(C)cc1,2.29,
7606,3646,CCCCN(C)CCS(=O)(=O)c1cc(OC)c(OC)c(OC)c1,2.05,
7607,6859,COCCOCC1COC(Cn2cncn2)(c2ccc(Cl)cc2Cl)O1,2.03,
7608,5910,CN1C(=O)CN=C(c2ccccc2)c2cc([N+](=O)[O-])ccc21,2.16,
7609,12670,O=[N+]([O-])c1nccn1C1OC(CO)C(O)C(O)C1O,-1.4,
7610,1530,CC(C)(N)Cc1ccc(Cl)cc1,2.6,
7611,6391,COC(=O)C(C#N)=NNc1ccc(S(=O)(=O)C(F)(F)F)cc1,4.22,
7612,730,CC(=O)NC(CC(C)C)C(=O)NC(C(=O)NC(CC(C)C)C(N)=O)C(C)O,0.24,
7613,830,CC(=O)NNC(=O)c1ccccc1N(C)C,1.49,
7614,1727,CC(C)CC(NC(=O)CNC(=O)C(N)Cc1ccccc1)C(=O)O,0.6,
7615,8495,Cc1ccc(C(=O)CCN2CCCCC2)cc1,3.55,
7616,7428,COc1ccc(CCNCC(O)COc2ccc(-c3nc(C)c[nH]3)cc2OC)cc1OC,1.89,
7617,11843,O=C(O)c1ccccc1-n1c(O)ccc1O,1.55,
7618,7029,COc1c(Cl)cccc1NC(C)=O,1.68,
7619,7117,COc1cc(C2c3cc4c(cc3C(OC3OC5COC(c6cccs6)OC5C(O)C3O)C3COC(=O)C23)OCO4)cc(OC)c1OC,1.24,
7620,7052,COc1c(OC)c(OC(C)=O)c2cc(Cl)ccc2c1OC(C)=O,3.26,
7621,5921,CN1C(=O)NC(=O)C(C)(C2=CCCCC2)C1=O,1.98,1.5
7622,8413,Cc1cc(NC(N)=O)ccc1F,1.59,
7623,11584,O=C(O)CCCCCCc1ccccc1,3.63,
7624,3677,CCCCN=C1CC(=O)c2ccccc2C1=O,3.11,
7625,10826,NS(=O)(=O)c1ccc(C(=O)c2ccncc2)cc1,0.56,
7626,4697,CCOC(=O)COC(=O)c1cc(Oc2ccc(C(F)(F)F)cc2Cl)ccc1[N+](=O)[O-],3.65,
7627,8317,Cc1cc(C(=O)Cn2c(O)c3c(c2O)CC=CC3)c(C)n1Cc1ccc2c(c1)OCO2,4.38,
7628,12766,O=c1[nH]c2c(O)ccc(CCNCCCS(=O)(=O)NCCOCc3ccccc3)c2s1,1.11,
7629,12834,O=c1c(Cl)c(Cl)cnn1-c1ccccc1,2.09,
7630,7374,COc1ccc(C(N)=O)cc1N=NN(C)C,0.44,
7631,15090,COc1cc(-n2nnc3cc(-c4ccc(Cl)cc4)sc3c2=O)ccc1N1CC[C@@H](O)C1,,3.15
7632,2934,CCC1(CC(C)C(C)C)C(=O)NC(=O)NC1=O,2.02,
7633,7291,COc1ccc(-c2nc(C)c(C)nc2-c2ccc(OC)cc2)cc1,4.1,
7634,15402,COc1ccc(N(C(=O)c2ccccc2)C(C(=O)NC[C@@H](C)O)c2ccccc2F)c(OC)c1,,2.55
7635,4606,CCOC(=O)C(O)(c1ccc(Cl)cc1)c1ccc(Cl)cc1,4.74,
7636,7604,COc1ccc2c(c1)OCC2NC(=O)CN1CCCCC1,2.41,
7637,6134,CNC(=O)ON=C1SC(C)OC1C,0.96,
7638,16781,NC(=O)c1cccc(S[C@@H]2C[C@@H]3CC[C@H](C2)N3Cc2ccccc2)c1,,2.22
7639,11568,O=C(O)CCCC(=O)c1ccc(-c2ccccc2)cc1,3.35,
7640,6086,CNC(=O)N(CCCC(NC(C)=O)C(=O)NCc1ccccc1)Cc1ccccc1,1.86,
7641,3089,CCCC(C)(C)C(=O)Nc1ccc(Cl)cc1,3.83,
7642,2556,CC1c2nc3ccccc3c(=O)n2CN1CCO,0.46,
7643,13694,C#CCN(c1cc[nH]c(=Nc2ccc(OCC(O)CN(C)C)cc2)n1)c1cc(Cl)ccc1Cl,,3.2
7644,6049,CNC(=O)C=Cc1ccc([N+](=O)[O-])o1,0.98,
7645,8739,Cc1ccc2c(c1)N=C(SCCC(=O)O)NS2(=O)=O,1.16,
7646,14851,CN=c1[nH]c2ccccc2n1Cc1sc2c(c1C(=O)N1CC[C@@H](O)C1)c(=O)n(C)c(=O)n2CC(C)C,,1.61
7647,10586,NC(Cc1ccc(N(CCCl)CCCl)cc1)C(=O)O,-0.52,0.39
7648,16568,N#Cc1ccc2ccc(=O)n(CCN3CC[C@H](NCc4cc5c(cn4)OCCO5)[C@H](O)C3)c2c1,,0.46
7649,11831,O=C(O)c1cccc(F)c1,2.15,
7650,119,C#CCOc1c(Cl)cc(N=CNOCCCC)cc1Cl,4.4,
7651,15588,CS(=O)(=O)N1CCc2c(-c3cnc(=N)[nH]c3)nc(N3CCOCC3)nc21,,1.2
7652,11058,Nc1ccc2cc3ccc(N)cc3nc2c1,1.83,
7653,16067,Cc1ccc(NC(=O)c2ccc(Cl)c(C(F)(F)F)c2)cc1C(=O)Nc1cccnc1,,2.83
7654,6985,COP(=S)(OC)Oc1ccc(SC)cc1,3.74,
7655,10441,NC(=O)Nc1cccc(F)c1,1.29,
7656,11984,O=C1C(=O)C(C=CC(Cl)Cl)C(=O)c2ccccc21,3.1,
7657,8389,Cc1cc(Cl)c(Cl)cc1Cl,4.56,
7658,2575,CC=CC1=NS(=O)(=O)c2ccc(Cl)cc2N1,1.96,
7659,644,CC(=O)N(c1ccccc1)S(C)(=O)=O,0.29,
7660,13364,[N-]=[N+]=CC(=O)OCC(N)C(=O)O,-2.0,
7661,15513,COc1cccc([C@H](O)C2CCN(CCc3ccc(F)cc3)CC2)c1OC,,1.7
7662,624,CC(=O)N(C)N=Nc1ccc(C(N)=O)cc1,1.37,
7663,7103,COc1cc(C)c2c(c1OC)-c1ccc(SC)c(=O)cc1C(NC1OCC(O)C(O)C1O)CC2,1.4,
7664,16140,Cc1ccc([N+](=O)[O-])cc1S(=O)(=O)n1ccc(-c2c(C)nc3ccc(Br)cn23)n1,,3.52
7665,17571,c1ccc(C2OC3(CCNCC3)c3ccccc32)cc1,,0.75
7666,4049,CCCOc1ccc(CC(=O)O)cc1,2.31,
7667,16270,Cc1nc(Cl)c(Cl)n1Cc1sc2c(c1C(=O)N1CC[C@@H](O)C1)c(=O)n(C)c(=O)n2CC(C)C,,1.61
7668,13831,CC(=O)c1ccc2[nH]c(-c3cccnc3)cc(=O)c2c1,,1.41
7669,6757,COC1C(Cl)C(Cl)C(Cl)C(Cl)C1SC,3.3,
7670,4140,CCCc1ccccc1C,4.5,
7671,5144,CCOn1c(=O)[nH]c(C)c(Br)c1=O,0.11,
7672,6110,CNC(=O)Nc1cccc(Cl)c1,2.18,
7673,8269,Cc1c[nH]c(=O)[nH]c1=O,-0.62,
7674,1899,CC(C)OC(=O)C1=C(CSc2nc3c(cc2C#N)CCCCC3)OC(=N)C(C#N)[C@@H]1c1ccncc1,5.43,
7675,6230,CNC(=O)c1ccc(S(N)(=O)=O)cc1,-0.31,
7676,13605,c1ccc2c(c1)oc1ccccc12,4.12,
7677,10434,NC(=O)Nc1ccc(Cl)cc1,1.8,
7678,873,CC(=O)Nc1cc(Cl)cc(C(F)(F)F)c1Br,3.26,
7679,3666,CCCCN(SN(C)C(=O)ON=C(C)SC)C(=O)OC,2.5,
7680,15049,COCCS(=O)(=O)N1CCN(c2ccc(N=c3nc(-c4cnc(C)n4C(C)C)cc[nH]3)cc2)CC1,,2.75
7681,3982,CCCNC(O)=NO,-0.22,
7682,16736,NC(=O)Nc1cc(-c2ccccc2)sc1C(N)=O,,2.43
7683,8475,Cc1ccc(-c2cssc2=S)cc1,3.73,
7684,11299,O=C(Cn1ccnc1[N+](=O)[O-])N(CCO)CCO,-1.64,
7685,9292,Clc1c(Cl)c(Cl)c(Oc2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c1Cl,8.16,
7686,12990,OC1CCCCC1,1.23,
7687,2592,CC=NN(C(=O)c1ccc([N+](=O)[O-])cc1)c1ccccc1,3.08,
7688,4549,CCOC(=O)C(C#N)=Cc1ccccc1,2.43,
7689,7561,COc1ccc([C@@H]2C(C(=O)N3CCCCCC3)c3ccccc3C(=O)N2Cc2ccc(F)cc2)cc1,5.01,
7690,3711,CCCCNOc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-],2.05,
7691,9766,Cn1nc2ccc(NC(=O)c3ccc(Cl)cc3)cc2n1,3.13,
7692,10545,NC(=S)NNC(=O)c1ccc2c(c1)OCO2,0.21,
7693,13268,Oc1ccc2c(O)cccc2c1,1.94,
7694,16103,Cc1ccc(S(=O)(=O)N2CCN(C(=O)c3ccco3)CC2)cc1,,2.17
7695,1674,CC(C)CC(N)C(=O)NC(C)C(=O)NC(CC(C)C)C(=O)O,-2.03,
7696,2088,CC(N)C(=O)NC(Cc1ccc(O)cc1)C(=O)NC(Cc1ccccc1)C(=O)O,0.26,
7697,4097,CCC[C@@H](C)NC(=O)COc1ncnc2sc3c(c12)CC[C@@H](C)C3,4.55,
7698,4091,CCCSP(=O)(OCC)Oc1ccc(Br)cc1Cl,4.68,
7699,1446,CC(C)(C)NC(=O)NS(=O)(=O)c1ccccc1,1.95,
7700,10244,N=c1[nH]o[nH]c1=NC(=O)c1ccccc1,1.41,
7701,4946,CCOP(=S)(CC)Oc1cc(Cl)c(Cl)cc1Cl,5.23,
7702,4679,CCOC(=O)CN(C(=O)CCl)c1ccccc1-c1ccccc1,3.37,
7703,12107,O=C1CCCCCCN1,0.24,
7704,7026,COc1c(Cl)ccc(Cl)c1C(=O)O,2.21,
7705,16203,Cc1ccccc1S(=O)(=O)NC(=O)N1CCC(N2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1,,1.71
7706,914,CC(=O)Nc1ccc(Cl)cc1C(F)(F)F,1.98,
7707,1955,CC(C)S(=O)(=O)n1c(=N)[nH]c2ccc(C(=NO)c3ccccc3)cc21,3.1,
7708,3934,CCCN1CC(NS(=O)(=O)N(CC)CC)C=C2c3cc(O)ccc3CCC21,2.63,
7709,12523,O=[N+]([O-])c1cc([N+](=O)[O-])c2ccccc2c1,2.83,
7710,3519,CCCCCCOC(=O)n1cc(F)c(=O)[nH]c1=O,2.04,
7711,11659,O=C(O)COc1ccc(Oc2ccc(Cl)cc2Cl)cc1,4.51,
7712,3098,CCCC(C)C1(CC)C(=O)NC(=O)NC1=O,2.1,
7713,11860,O=C(O)c1cccnc1,0.36,
7714,11212,O=C(CN1CCCCC1)Nc1ccccc1,2.71,
7715,4570,CCOC(=O)C(C)Oc1ccc(Oc2cnc3cc(C)ccc3n2)cc1,4.11,
7716,16969,O=C(N=c1cc[nH]cc1)c1cccc2ccccc12,,3.1
7717,5118,CCOc1ccccc1OCC1CN=C(N)O1,1.24,
7718,6292,CNCC(F)(F)F,0.55,
7719,1535,CC(C)(O)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,2.7,
7720,1937,CC(C)OP(=O)(F)OC(C)C,1.17,
7721,2538,CC1OC(OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CCC5(C)C(c7coc(O)c7)C(OC=O)CC65O)C4)OC3C)OC2C)CC(O)C1O,2.04,
7722,8323,Cc1cc(C(=O)Nc2ccc(-c3ccccc3S(N)(=O)=O)cc2)n(-c2cccc(C(=N)N)c2)n1,1.5,
7723,6197,CNC(=O)Oc1cccc(C)c1C,1.95,
7724,13494,c1ccc(Cn2ccnc2)cc1,1.6,
7725,13471,c1ccc(C2CCCN2)cc1,1.89,
7726,12676,O=[N+]([O-])c1nccn1CC(O)CF,-0.52,
7727,2771,CCC(C)C(NC(=O)C(N)CC(N)=O)C(=O)O,-1.43,
7728,13872,CC(C)(C)OC(=O)N1CCN(c2ncc(OCc3ccncc3F)cn2)CC1,,3.6
7729,4849,CCOC(=S)NCCn1c([N+](=O)[O-])cnc1C,1.5,
7730,14286,CCCNC[C@H](O)COc1ccccc1C(=O)CCc1ccccc1,,1.69
7731,12121,O=C1CN=C(c2ccccc2)c2cc([N+](=O)[O-])ccc2N1CC(O)CO,0.96,
7732,6727,COC1(NC(=O)C(C(=O)O)c2ccc(O)cc2)C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)COC21,-0.58,
7733,13349,S=c1[nH]c2ccccc2[nH]1,1.66,
7734,5814,CN(CC(N)=O)C(=O)COC(=O)c1ccccc1,0.08,
7735,7058,COc1c([N+](=O)[O-])ncn1C,0.19,
7736,200,C1CCCC1,3.0,
