smiles,logP,TPSA,MV
COc1cc(SC)c(OC)cc1CC(C)N,2.17,44.480000000000004,231.40000000000006
COc1cc(SC)c(OC)cc1CCN,1.81,44.480000000000004,214.93600000000006
COc1cc([C@@H]2C3=C(CCCC3=O)N(c3ccccc3C(F)(F)F)C(=N)C2C(=O)c2ccccc2)cc(OC)c1OC,4.51,88.92000000000002,495.5200000000001
COc1cc([C@H]2NC(=O)N=C(C)C2C(=O)OC(C)C)ccc1OC(F)F,3.75,86.22,316.8400000000001
COc1cc([C@H]2c3c(C)n[nH]c3OC(=N)C2C#N)ccc1OCc1cccc(F)c1,4.42,104.01,352.0400000000001
COc1cc([N+](=O)[O-])c(OC)cc1CC(C)N,1.74,87.62,221.18400000000005
COc1cc([N+](=O)[O-])c2ncccc2c1,1.87,65.26,172.00800000000004
COc1cc2[nH]c(N3CCN(C(=O)C(C)OC)CC3)nc(=N)c2cc1OC,1.14,103.77,338.5760000000001
COc1cc2[nH]c(N3CCN(C(=O)C4COc5ccccc5O4)CC3)nc(=N)c2cc1OC,3.3,113.00000000000001,393.0960000000001
COc1cc2c(c(OC)c1O)-c1ccc(OC)c(=O)cc1C(NC(=O)C(F)(F)F)CC2,1.67,94.09,356.4560000000001
COc1cc2c(c(OC)c1O)-c1ccc(OC)c(=O)cc1C(NC(C)=O)CC2,0.48,94.09,340.5040000000001
COc1cc2c(c(OC)c1O)-c1ccc(OC)c(=O)cc1C(NC(C)O)CC2,0.47,97.25000000000001,346.2480000000001
COc1cc2c(c(OC)c1OC)-c1ccc(=O)c(OC)cc1C(NC(=O)C(F)(F)F)CC2,2.08,83.09,374.4720000000001
COc1cc2c(c(OC)c1OC)-c1ccc(=O)c(OC)cc1C(NC(C)=O)CC2,1.0,83.09,358.2000000000001
COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1C(N)CC2,1.1,80.01,320.8960000000001
COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1C(NC(=O)C(F)(F)F)CC2,1.72,83.09,374.5680000000001
COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1C(NC(C)=O)C(O)C2,0.33,103.32000000000001,362.6240000000001
COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1C(NC(C)=O)CC2,1.03,83.09,357.7840000000001
COc1cc2c(c3c1c(=O)c1ccccc1n3C)C=CC(C)(C)O2,3.67,40.46,285.73600000000005
COc1cc2c(cc1OC)C13CCN4CC5=CCOC6CC(=O)N2C1C6C5CC43,0.98,51.24,344.7360000000001
COc1cc2c(cc1OC)C13CCN4CC5CCOC6CC(=O)N2C1C6C5CC43,0.84,51.24,350.1760000000001
COc1cc2c(cc1OC)CN(C(=O)c1cccc(S(=O)(=O)N3CCCCC3)c1)CC2,4.2,76.14999999999999,394.4800000000001
COc1cc2c(cc1OC)[C@@H](COc1ccc(F)cc1)N(C(=O)/C=C/c1ccccc1)CC2,5.45,48.0,404.5440000000001
COc1cc2c(cc1OC)[C@@]1(C)N(CC2)C(=O)OC12CCCCC2,3.47,48.0,305.4720000000001
COc1cc2c(cc1OC)[C@H](COc1ccc3c(C)cc(=O)oc3c1)N(C(=O)C1CCCCC1)CC2,5.07,78.21000000000001,447.5920000000001
COc1cc2c3c(c1)/C(=C1/SC(=NC(C)=O)NC1=O)C(=O)N3C(C)(C)C=C2C,4.62,88.06999999999998,339.39200000000005
COc1cc2cc(c1Cl)N(C)C(=O)CC(OC(=O)C(C)N(C)C(C)=O)C1(C)OC1C(C)C1CC(O)(NC(=O)O1)C(OC)C=CC=C(C)C2,1.99,156.47,619.7440000000001
COc1cc2ccc(=NC(=O)C(F)(F)F)c3c(c2c(OC)c1OC)CCC(=O)C(O)C3,1.82,94.42,355.36000000000007
COc1cc2ccc(=NC(C)=O)c3c(c2c(OC)c1OC)CCC(=O)C(O)C3,1.2,94.42,339.3760000000001
COc1cc2ccc(=NC(C)=O)c3c(c2c(OC)c1OC)CCC(=O)C(OC)C3,1.0,83.42,356.26400000000007
COc1cc2ccc(=NC(C)=O)c3c(c2c(OC)c1OC)CCC(N)C(=O)C3,0.3,100.21000000000001,342.6160000000001
COc1ccc(-c2cc(=O)c3c(O)cc(O)cc3o2)cc1O,3.1,100.13000000000001,247.72800000000007
COc1ccc(-c2cc(=O)c3c(O)cc(OC4OC(COC5OC(C)C(O)C(O)C5O)C(O)C(O)C4O)cc3o2)cc1O,0.14,238.19999999999996,502.8080000000001
COc1ccc(-c2cc(=S)ss2)cc1,3.82,9.23,189.73600000000005
COc1ccc(-c2cc(C#N)c(Cl)nc2C)cc1,3.38,45.91,224.88000000000005
COc1ccc(-c2cc(C#N)c(Cl)nc2C)cc1OC,2.86,55.14,250.24000000000007
COc1ccc(-c2cc3ccccn3c2)cc1,4.2,13.64,208.49600000000004
COc1ccc(-c2cc3cnccc3[nH]2)c(OC)c1,3.5,47.14,228.40000000000006
COc1ccc(-c2cnccn2)cc1,2.24,35.010000000000005,171.61600000000004
COc1ccc(-c2n[nH]c(=N)s2)cc1OC,2.34,70.99,200.37600000000006
COc1ccc(-c2n[nH]c(=NC(=O)c3c(OC)cccc3OC)s2)cc1,3.56,85.80000000000001,314.80000000000007
COc1ccc(-c2nc(C)c(C)nc2-c2ccc(OC)cc2)cc1,4.1,44.24000000000001,299.63200000000006
COc1ccc(-c2nc3cc(C)ccc3[nH]2)c(OC)c1,3.78,47.14,245.63200000000006
COc1ccc(-c2nc3cc(N)cnc3[nH]2)c(OC)c1,1.62,86.05,237.20800000000006
COc1ccc(-c2nc3ccccc3[nH]2)c(OC)c1,2.59,47.14,229.43200000000004
COc1ccc(-c2nc3cccnc3[nH]2)c(OC)c1,2.57,60.03,224.95200000000006
COc1ccc(-c2nc3ccncc3[nH]2)c(OC)c1,2.56,60.03,225.34400000000005
COc1ccc(-c2nc3ccncc3[nH]2)c(OCCCCl)c1,3.53,60.03,273.80000000000007
COc1ccc(-c2nc3ccncc3n2C)c(OC)c1,2.68,49.17,241.10400000000007
COc1ccc(-c2nc3cnccc3n2C)c(OC)c1,2.66,49.17,242.28000000000006
COc1ccc(-c2nc3cnccc3o2)c(OC)c1,2.42,57.38000000000001,222.29600000000005
COc1ccc(-c2ncc(C#N)nc2-c2ccc(OC)cc2)cc1,3.7,68.03,285.6240000000001
COc1ccc(-c2ncc(C)nc2-c2ccc(OC)cc2)cc1,3.66,44.24000000000001,283.4560000000001
COc1ccc(-c2ncc(Cl)nc2-c2ccc(OC)cc2)cc1,4.3,44.24000000000001,283.08000000000004
COc1ccc(-c2ncc(OC)nc2-c2ccc(OC)cc2)cc1,4.47,53.47,293.38400000000007
COc1ccc(-c2ncc[nH]2)c(OC)c1,1.72,47.14,186.06400000000005
COc1ccc(-c2nccnc2-c2ccc(OC)cc2)cc1,3.42,44.24000000000001,267.68800000000005
COc1ccc(-c2nnc(SCC(=O)c3c(N)n(C)c(=O)n(C)c3=O)n2-c2cccc(C(F)(F)F)c2)cc1,4.89,127.03,437.9280000000001
COc1ccc(-c2nnc(SCc3cc(=O)oc4ccc5ccccc5c34)n2N)cc1,4.24,96.17,359.4000000000001
COc1ccc(-c2ssc(=S)c2C)cc1,4.1,9.23,205.99200000000005
COc1ccc(-n2c(O)c3ccccc3cc2=O)cc1,2.56,51.46,233.92000000000004
COc1ccc(-n2c(O)cc(Sc3nc(C)cc(C)n3)c2O)cc1OC,2.95,89.63000000000001,324.87200000000007
COc1ccc(-n2c(O)ccc2O)cc1,0.15,54.620000000000005,183.52000000000004
COc1ccc(-n2ccc(=O)c(O)c2C)cc1,1.27,51.46,208.05600000000004
COc1ccc(-n2nc(C)cc2C(=O)Nc2ccc(-c3ccccc3S(N)(=O)=O)cc2)cc1,2.9,116.31,398.3760000000001
COc1ccc(/C=C/C(=O)O)cc1,2.68,46.53,164.40800000000004
COc1ccc(/N=C/c2ccc(/C=N/c3ccc(OC)cc3)cc2)cc1,5.24,43.18000000000001,322.4240000000001
COc1ccc(=NS(=O)(=O)c2ccc(N)cc2)[nH]n1,0.32,110.42999999999999,230.35200000000006
COc1ccc(=NS(=O)(=O)c2ccc(NC(C)=O)cc2)[nH]n1,0.37,113.50999999999998,266.4560000000001
COc1ccc(Br)c(Cc2c[nH]c(=N)[nH]c2=N)c1,2.0,88.50999999999999,230.64800000000005
COc1ccc(Br)cc1,3.05,9.23,128.79200000000003
COc1ccc(Br)cc1-c1nc(=N)[nH]c(=N)[nH]1,1.53,101.4,209.68000000000006
COc1ccc(Br)cc1Cc1c[nH]c(=N)[nH]c1=N,2.44,88.50999999999999,230.58400000000006
COc1ccc(C#N)cc1,1.7,33.019999999999996,127.21600000000004
COc1ccc(C(=CC(=O)N2CCOCC2)c2ccc(Cl)cc2)cc1OC,2.68,48.0,341.31200000000007
COc1ccc(C(=O)/C=C/C=C(Cl)Cl)cc1,4.4,26.3,212.96800000000005
COc1ccc(C(=O)C(O)O)cc1,0.63,66.76,161.16800000000003
COc1ccc(C(=O)CC(C)CC(=O)O)cc1Cl,2.6,63.60000000000001,237.07200000000006
COc1ccc(C(=O)CC=Nc2ccc(Cl)c(C(F)(F)F)c2)cc1OC,5.31,47.89,311.76000000000005
COc1ccc(C(=O)CCC(=O)O)cc1,1.38,63.60000000000001,189.63200000000003
COc1ccc(C(=O)CCCC(=O)O)cc1,1.63,63.60000000000001,205.90400000000005
COc1ccc(C(=O)CCCC(=O)O)cc1Cl,2.17,63.60000000000001,222.28800000000004
COc1ccc(C(=O)CS(=O)(=O)c2ccc(C)cc2)cc1,2.47,60.440000000000005,267.00000000000006
COc1ccc(C(=O)CS(=O)(=O)c2ccccc2)cc1,2.18,60.440000000000005,250.16800000000006
COc1ccc(C(=O)CSc2nnc(-c3ccccc3)o2)cc1,4.15,65.22,280.4560000000001
COc1ccc(C(=O)Cn2c(N3CCCCCC3)nc3c2c(=O)n(C)c(=O)n3C)cc1,4.42,91.36000000000001,381.2480000000001
COc1ccc(C(=O)N(C(C)C)C(C)C)cc1,2.8,29.54,238.55200000000005
COc1ccc(C(=O)N(C)C)cc1,0.96,29.54,173.32000000000005
COc1ccc(C(=O)N(C)N)cc1,1.0,55.56,169.74400000000003
COc1ccc(C(=O)N(C)NC(=S)Nc2ccccc2)cc1,2.56,53.6,281.17600000000004
COc1ccc(C(=O)N(N)c2ccccc2)cc1,2.83,55.56,222.95200000000006
COc1ccc(C(=O)N(NC(=O)c2ccccc2)C(C)(C)C)cc1,2.56,58.64,307.4960000000001
COc1ccc(C(=O)N(NC(=O)c2ccccc2)C(C)(C)C)cc1OC,2.09,67.87,334.04800000000006
COc1ccc(C(=O)N(NC(=S)Nc2ccccc2)c2ccccc2)cc1,3.94,53.6,333.87200000000007
COc1ccc(C(=O)N2CCCCC2)cc1,2.4,29.54,211.77600000000004
COc1ccc(C(=O)NN)cc1,0.25,64.35,153.06400000000005
COc1ccc(C(=O)NN=Cc2c(O)ccc3ccccc23)cc1,4.06,70.92,284.61600000000004
COc1ccc(C(=O)NN=Cc2ccccc2O)cc1,3.34,70.92,243.27200000000005
COc1ccc(C(=O)NP(=O)(N2CC2)N2CC2)cc1,1.08,61.419999999999995,249.38400000000007
COc1ccc(C(=O)Nc2ccc3nn(C4CCCC4)nc3c2)cc1,4.03,69.03999999999999,304.36800000000005
COc1ccc(C(=O)Nc2cccc(F)c2)cc1S(=O)(=O)N1CCOCC1,3.64,84.94,326.39200000000005
COc1ccc(C(=O)O)c(O)c1,2.99,66.76,145.24800000000005
COc1ccc(C(=O)O)cc1,1.96,46.53,136.99200000000002
COc1ccc(C(=O)O)cc1OC,1.61,55.760000000000005,162.39200000000005
COc1ccc(C(=O)OCC(=O)c2cc(C)n(C[C@@H]3CCCO3)c2C)c(OC)c1,4.18,75.99000000000001,369.9120000000001
COc1ccc(C(=O)OCC2OC(n3cc(I)c(=O)[nH]c3=O)CC2O)cc1,1.38,119.85000000000001,334.1840000000001
COc1ccc(C(=O)OCC2OC(n3cnc4c(OC)ncnc43)C2OC(=O)c2ccc(OC)cc2)cc1,3.65,133.12,441.96800000000013
COc1ccc(C(=O)OCCN(C)C)cc1,2.21,38.77,216.25600000000006
COc1ccc(C(=O)[N-][N+](C)(C)C)cc1,-0.03,40.400000000000006,201.72800000000004
COc1ccc(C(=O)c2ccccc2)c(O)c1,3.79,46.53,206.48000000000005
COc1ccc(C(=O)c2ccncc2)cc1,1.94,39.19,195.23200000000006
COc1ccc(C(=O)c2coc(S(N)(=O)=O)c2)cc1,1.52,99.6,229.07200000000006
COc1ccc(C(=O)c2csc(S(N)(=O)=O)c2)cc1,1.76,86.46000000000001,237.60000000000005
COc1ccc(C(C#N)C(C)C)cc1,2.68,33.019999999999996,192.16000000000005
COc1ccc(C(C(=O)Nc2ccc3c(c2)OCCO3)N(C)C(=O)Cc2c[nH]c3ccccc23)cc1,3.76,92.89000000000001,431.9760000000001
COc1ccc(C(C)=O)c(N)c1,1.76,52.32,156.15200000000004
COc1ccc(C(C)=O)c(O)c1,1.98,46.53,153.06400000000005
COc1ccc(C(C)=O)c(OC)c1OC,1.63,44.760000000000005,196.08800000000005
COc1ccc(C(C)=O)cc1,1.74,26.3,144.54400000000004
COc1ccc(C(C)=O)cc1COC(=O)c1cc(Cl)ccc1Cl,4.45,52.6,291.2560000000001
COc1ccc(C(C)C(=O)O)cc1,1.9,46.53,169.78400000000005
COc1ccc(C(C)C)cc2c(S(=O)(=O)O[Na])cc(C)c1-2,-0.78,52.60000000000001,305.6160000000001
COc1ccc(C(C)NCCC(c2ccccc2)c2ccccc2)cc1OC,5.8,30.49,369.5200000000001
COc1ccc(C(C)c2ccc(OC)cc2)cc1,4.52,18.46,237.24000000000007
COc1ccc(C(C[N+](=O)[O-])c2ccc(OC)cc2)cc1,3.57,61.60000000000001,262.10400000000004
COc1ccc(C(N)=O)cc1,0.86,52.32,140.36000000000004
COc1ccc(C(N)=O)cc1N=NN(C)C,0.44,80.28,206.72800000000004
COc1ccc(C(N)=S)cc1,1.63,35.25,149.15200000000004
COc1ccc(C(O)(Cn2ccnc2)c2ccc(-c3ccncc3)cc2)cc1,3.55,60.17,338.1760000000001
COc1ccc(C(O)(Cn2ccnc2)c2ccc(Br)cc2)cc1,4.02,47.28,292.4800000000001
COc1ccc(C(O)(c2cncnc2)C2CC2)cc1,1.91,55.24,238.19200000000006
COc1ccc(C(O)C(C(=O)O)c2ccc(-c3ccccc3)cc2)cc1,3.59,66.76,318.3520000000001
COc1ccc(C(OC(C)=O)C(Cl)(Cl)Cl)cc1,3.72,35.53,231.32800000000006
COc1ccc(C(c2ccc(OC)cc2)C(C)[N+](=O)[O-])cc1,3.87,61.599999999999994,278.3760000000001
COc1ccc(C(c2ccc(OC)cc2)C(Cl)(Cl)Cl)cc1,5.08,18.46,282.9920000000001
COc1ccc(C(c2ccc(OC)cc2)C(Cl)Cl)cc1,4.47,18.46,267.54400000000004
COc1ccc(C(c2ccc(OC)cc2)C(F)(F)F)cc1,4.76,18.46,253.90400000000005
COc1ccc(C)c(OC)c1,2.76,18.46,150.88800000000003
COc1ccc(C)cc1,2.66,9.23,125.20000000000003
COc1ccc(C)cc1-n1nnnc1SCC(=O)Nc1cc(C(N)=O)cc(C(N)=O)c1,4.15,168.11,373.0400000000001
COc1ccc(C)cc1N,1.74,35.25,137.98400000000004
COc1ccc(C2=NCC(=O)N(C)c3ccc(Cl)cc32)cc1,3.15,41.9,270.1600000000001
COc1ccc(C2C(=O)c3ccccc3C2=O)cc1,2.88,43.370000000000005,224.97600000000006
COc1ccc(C2CC(=O)C3C(=Nc4ccccc4N(C(=O)C(F)(F)F)C3c3cc(OC)c(OC)c(OC)c3)C2)cc1,4.87,86.66000000000001,491.3360000000001
COc1ccc(C2CC(=O)c3c(O)cc(O)cc3O2)cc1O,2.6,96.22000000000001,255.73600000000005
COc1ccc(C2Sc3ccccc3N(CCN(C)C)C(=O)C2OC(C)=O)cc1,2.89,59.080000000000005,375.2560000000001
COc1ccc(C=C(C(C)=O)C(C)=O)c(OC)c1,1.88,52.60000000000001,232.77600000000007
COc1ccc(C=C(C(C)=O)C(C)=O)cc1,1.73,43.370000000000005,206.83200000000005
COc1ccc(C=CC(=O)C(F)(F)F)cc1,3.33,26.3,187.48800000000006
COc1ccc(C=CC(=O)O)cc1,2.68,46.53,164.29600000000005
COc1ccc(C=CC(=O)O)cc1OC,2.34,55.760000000000005,189.48000000000005
COc1ccc(C=CC(C)=O)cc1,2.25,26.3,172.14400000000003
COc1ccc(C=C[N+](=O)[O-])cc1,2.2,52.370000000000005,161.19200000000004
COc1ccc(C=NN(C)P(=O)(N2CC2)N2CC2)cc1,0.47,47.919999999999995,270.4560000000001
COc1ccc(C=NN(c2ccccc2)P(=O)(N2CC2)N2CC2)cc1,0.57,47.919999999999995,324.7200000000001
COc1ccc(C=NN=C(N)N)cc1,0.29,85.99,178.34400000000005
COc1ccc(C=NNP(=O)(N2CC2)N2CC2)cc1,0.42,56.709999999999994,252.28000000000006
COc1ccc(C=O)cc1,1.76,26.3,127.94400000000003
COc1ccc(C=O)cc1C,2.23,26.3,144.69600000000003
COc1ccc(C=O)cc1COc1c(F)c(F)cc(F)c1F,4.24,35.53,247.31200000000007
COc1ccc(C=O)cc1O,0.97,46.53,137.14400000000003
COc1ccc(C=O)cc1OC,1.22,35.53,153.59200000000004
COc1ccc(C=[N+]([O-])C(C)(C)C)cc1,1.21,35.3,205.63200000000006
COc1ccc(C=[N+]([O-])c2ccccc2)cc1,1.94,35.3,209.73600000000005
COc1ccc(CC#N)cc1,1.7,33.019999999999996,143.92800000000003
COc1ccc(CC#N)cc1OC,1.15,42.25,169.16800000000003
COc1ccc(CC(=O)O)cc1,1.42,46.53,154.12000000000003
COc1ccc(CC(C)N)c(OC)c1,1.75,44.480000000000004,195.60000000000005
COc1ccc(CC(C)N)c(OC)c1OC,1.51,53.71000000000001,222.52800000000005
COc1ccc(CC(C)N)cc1,1.77,35.25,170.45600000000005
COc1ccc(CC(C)N)cc1OC,1.2,44.480000000000004,195.55200000000005
COc1ccc(CC(N)C(=O)NC2C(CO)OC(n3cnc4c(N(C)C)ncnc43)C2O)cc1,0.03,160.88,416.3520000000001
COc1ccc(CC=NC=O)cc1,1.94,38.66,168.37600000000003
COc1ccc(CCC(=O)O)cc1,1.9,46.53,170.50400000000005
COc1ccc(CCCC(=O)O)cc1,2.33,46.53,187.72000000000006
COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,3.79,63.95,450.9120000000001
COc1ccc(CCN)cc1OC,0.77,44.480000000000004,179.55200000000005
COc1ccc(CCNC(=O)C=Cc2ccc(O)c(O)c2)cc1OC,2.07,88.02000000000001,315.1360000000001
COc1ccc(CCNC(=O)CSc2nc3c(c(=O)n(C)c(=O)n3C)n2Cc2ccccc2F)cc1OC,4.0,109.38000000000001,465.3520000000001
COc1ccc(CCNCC(O)COc2ccc(-c3nc(C(C)=O)c(C)[nH]3)cc2)cc1OC,2.14,105.7,422.9040000000001
COc1ccc(CCNCC(O)COc2ccc(-c3nc(C)c[nH]3)cc2OC)cc1OC,1.89,97.86000000000001,412.1920000000001
COc1ccc(CCNCC(O)COc2ccc(-c3nc(Cl)c[nH]3)cc2)cc1OC,2.4,88.63000000000001,385.7120000000001
COc1ccc(CCNCC(O)COc2ccc(COCc3ncc[nH]3)cc2)cc1OC,1.29,97.86,413.0720000000001
COc1ccc(CCNCC(O)COc2cccc(C)c2)cc1OC,3.0,59.95,333.80000000000007
COc1ccc(CCOC(=O)C(N)Cc2ccc(O)c(O)c2)cc1,1.69,102.01,304.60800000000006
COc1ccc(CN(C)N=Nc2ccc(C(=O)O)cc2)cc1,4.43,74.49,273.44000000000005
COc1ccc(CN(C)N=O)cc1,1.62,41.9,171.13600000000005
COc1ccc(CN(CCN(C)C)c2ccccn2)cc1,3.27,28.6,282.15200000000004
COc1ccc(CNC(=O)C(=O)c2c[nH]c3ccc([N+](=O)[O-])cc23)cc1,2.17,114.33000000000001,300.22400000000005
COc1ccc(CNC(=O)C2CCCC2)cc1,2.6,38.33,229.19200000000006
COc1ccc(CNC(=O)C=Cc2ccc(O)c(O)c2)cc1OC,1.99,88.02000000000001,298.36800000000005
COc1ccc(CO)cc1,1.1,29.46,133.18400000000003
COc1ccc(COC(=O)N(C)C)cc1,2.2,38.77,199.50400000000005
COc1ccc(COC(C(=O)O)c2ccccc2)cc1Cl,2.45,55.760000000000005,264.52000000000004
COc1ccc(COCc2cccc(CN3CCOCC3)c2)cc1,2.83,30.930000000000003,314.34400000000005
COc1ccc(CON2C(=O)CC3(CCCC3)C2=O)cc1,2.23,55.84,265.12000000000006
COc1ccc(COc2ccccc2C(N)=O)cc1,1.63,61.550000000000004,235.03200000000007
COc1ccc(Cc2c[nH]c(=N)[nH]c2=N)c(OC)c1OC,1.52,106.97,262.24000000000007
COc1ccc(Cc2c[nH]c(=N)[nH]c2=N)c(OC)n1,2.01,110.63,232.97600000000006
COc1ccc(Cc2c[nH]c(=N)[nH]c2=N)cc1,1.34,88.50999999999999,211.39200000000005
COc1ccc(Cc2c[nH]c(=N)[nH]c2=N)cc1Br,1.88,88.50999999999999,229.76000000000005
COc1ccc(Cc2c[nH]c(=N)[nH]c2=N)cc1C,1.91,88.50999999999999,227.87200000000004
COc1ccc(Cc2c[nH]c(=N)[nH]c2=N)cc1C(C)C,2.79,88.50999999999999,260.4800000000001
COc1ccc(Cc2c[nH]c(=N)[nH]c2=N)cc1Cl,1.65,88.50999999999999,227.24000000000007
COc1ccc(Cc2c[nH]c(=N)[nH]c2=N)cc1I,2.09,88.50999999999999,240.63200000000006
COc1ccc(Cc2c[nH]c(=N)[nH]c2=N)cc1N,0.76,114.52999999999999,223.05600000000004
COc1ccc(Cc2c[nH]c(=N)[nH]c2=N)cc1N(C)C,1.68,91.74999999999999,254.72000000000006
COc1ccc(Cc2c[nH]c(=N)[nH]c2=N)cc1Nc1ccccc1,2.88,100.53999999999999,293.5680000000001
COc1ccc(Cc2c[nH]c(=N)[nH]c2=N)cc1O,0.74,108.74,219.67200000000005
COc1ccc(Cc2c[nH]c(=N)[nH]c2=N)cc1OC,0.97,97.74,235.93600000000006
COc1ccc(Cc2c[nH]c(=N)[nH]c2=N)cc1OCc1ccccc1,2.44,97.74,306.8160000000001
COc1ccc(Cc2ccccc2C(N)=O)cc1,1.63,52.32,226.94400000000005
COc1ccc(Cc2nc3cc([N+](=O)[O-])ccc3[nH]2)cc1,3.48,81.05000000000001,246.17600000000004
COc1ccc(Cc2nccc3cc(OC)c(OC)cc23)cc1OC,2.9,49.81,311.8640000000001
COc1ccc(Cl)c(Cl)c1Cl,3.74,9.23,154.64800000000002
COc1ccc(Cl)cc1,2.78,9.23,124.10400000000003
COc1ccc(Cl)cc1C(=O)NCCc1ccc(C(=O)O)cc1,3.4,75.63,287.0400000000001
COc1ccc(Cl)nn1,0.89,35.010000000000005,116.91200000000003
COc1ccc(Cn2cc(F)c(=O)[nH]c2=O)cc1,1.04,64.09,210.17600000000004
COc1ccc(Cn2cncn2)cc1,1.1,39.94,174.34400000000005
COc1ccc(F)cc1,2.26,9.23,113.88800000000003
COc1ccc(I)cc1Cc1c[nH]c(=N)[nH]c1=N,2.7,88.50999999999999,240.68800000000005
COc1ccc(N(C(=O)C2CCCCC2)S(=O)(=O)c2ccc3c4c(cccc24)C(=O)N3C)cc1,5.26,83.99,415.4560000000001
COc1ccc(N(C)C(C)=O)cc1,0.72,29.54,173.18400000000005
COc1ccc(N(C)C)cc1,1.42,12.47,153.88800000000003
COc1ccc(N(CC(=O)N[C@@H]2CCS(=O)(=O)C2)S(=O)(=O)c2ccc(C)c(Cl)c2)cc1,3.32,109.85,400.5200000000001
COc1ccc(N(CCCC(=O)O)C(=O)c2ccc(Cl)cc2)cc1,2.7,66.84,305.36000000000007
COc1ccc(N)c(C)c1,1.23,35.25,137.08000000000004
COc1ccc(N)c(S(=O)(=O)O)c1,-3.49,89.62,164.33600000000004
COc1ccc(N)c([N+](=O)[O-])c1,1.94,78.39,145.50400000000005
COc1ccc(N)cc1,0.95,35.25,121.21600000000002
COc1ccc(N)cc1Cl,1.85,35.25,135.96800000000005
COc1ccc(N2C(=S)N=C(N[C@@H]([C@@H](Oc3ccc(Cl)cc3)n3cncn3)C(C)(C)C)C2(C)C)cc1,5.56,76.80000000000001,468.04000000000013
COc1ccc(N2C(N)=NC(N)=NC2(C)C)cc1,0.4,89.23,231.84800000000004
COc1ccc(N2C3=C(C(=O)CC(C)(C)C3)C(c3ccc4c(c3)OCO4)C3=C2CC(C)(C)CC3=O)cc1,5.72,65.07,456.9360000000001
COc1ccc(N2CCN(CC3CN=C(N)O3)CC2)cc1,0.68,63.32000000000001,273.56000000000006
COc1ccc(N2Cn3c(nc4ccccc4c3=O)C2C)cc1,1.73,47.36,274.58400000000006
COc1ccc(N=C=S)cc1,3.58,21.59,144.11200000000002
COc1ccc(N=NN(C)C(C)=O)cc1,2.61,54.260000000000005,193.67200000000005
COc1ccc(N=NN(C)C)cc1,2.99,37.190000000000005,174.67200000000005
COc1ccc(N=c2cc[nH]c3cc(Cl)ccc23)cc1,4.94,37.379999999999995,245.16000000000005
COc1ccc(N=c2snc3sc(S(N)(=O)=O)nn23)cc1,2.93,111.93999999999998,252.78400000000005
COc1ccc(NC(=O)C(OC(=O)CNC(=O)c2ccc(C)s2)c2ccccc2)cc1Cl,4.54,93.72999999999999,401.2240000000001
COc1ccc(NC(=O)C=Cc2ccc(O)c(O)c2)cc1OC,2.3,88.02000000000001,281.3520000000001
COc1ccc(NC(=O)CN2CCCCC2)cc1,2.52,41.57,240.56800000000007
COc1ccc(NC(=O)Cc2ccccc2)cc1,2.49,38.33,227.60000000000005
COc1ccc(NC(=O)N(C)C)cc1,0.83,41.57,185.97600000000006
COc1ccc(NC(=O)N(C)C)cc1Cl,1.64,41.57,201.33600000000004
COc1ccc(NC(=O)N=C(N)N)cc1,0.56,102.72999999999999,187.73600000000005
COc1ccc(NC(=O)NN)cc1,0.17,76.38,165.56000000000003
COc1ccc(NC(=O)NN=Cc2ccc[nH]2)cc1,2.67,78.50999999999999,234.06400000000005
COc1ccc(NC(=O)NNC(C)=O)cc1,0.11,79.46000000000001,203.44800000000004
COc1ccc(NC(=O)OCCN2CCCCC2)cc1,2.55,50.800000000000004,267.77600000000007
COc1ccc(NC(=O)OCCN2CCOCC2)cc1,1.7,60.03,257.6240000000001
COc1ccc(NC(=O)c2cc(NC(=O)c3ccccc3)cc(C(=O)Nc3ccc(OC)cc3)c2)cc1,5.59,105.76,440.8400000000001
COc1ccc(NC(=O)c2sc3sc(C(=O)Nc4ccc(OC)c(OC)c4)c(N)c3c2N)cc1OC,4.88,147.16,439.3040000000001
COc1ccc(NC(C)=O)c([N+](=O)[O-])c1,1.09,81.47,182.04000000000005
COc1ccc(NC(C)=O)cc1,1.03,38.33,156.72000000000003
COc1ccc(NC(C)=O)cc1Cl,1.81,38.33,172.44800000000004
COc1ccc(NC(N)=O)cc1Cl,1.37,64.35,168.02400000000003
COc1ccc(NC=O)cc1,1.03,38.33,140.35200000000003
COc1ccc(NS(=O)(=O)C(F)(F)F)cc1,3.0,55.4,190.32800000000003
COc1ccc(NS(=O)(=O)c2ccc(N)cc2)cc1,1.51,81.42,240.19200000000006
COc1ccc(Nc2c(C)c(O)c3c(c2O)C(=COC(N)=O)C2(OC)C4NC4CN32)cn1,0.59,161.34000000000003,377.6080000000001
COc1ccc(O)c(C(=O)O)c1,2.78,66.76,145.30400000000003
COc1ccc(O)c(CN(C(C)=O)c2cc(F)ccc2Oc2ccccc2)c1,2.78,59.0,335.12000000000006
