,smiles,pH,logD
1859,COc1cc(N2CCN(C(C)=O)CC2)ccc1N=c1nc(-c2cnc3cc(C#N)ccn23)c(Cl)c[nH]1,7.4,2.3
1860,Cn1c(CN2CCN(c3cccc(Cl)c3)CC2)nc2ccccc21,7.4,3.75
1861,CC[C@H](C)C(N)C(=O)N1CCCC1C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(C)C)C(N)=O,7.4,-0.85
1862,N#Cc1nc(=NC2CCCCC2)c(N)c(N2CCOCC2)[nH]1,7.4,2.81
1863,Cc1cc(Cl)ccc1OC1CCN(CC2CCN(C(Cc3ccc(F)cc3)C(=O)O)CC2)CC1,7.4,2.53
1864,Cc1ccc(-c2ccc(=N)[nH]n2)cc1NC(=O)c1ccc(OCc2ccccn2)cc1,7.4,2.47
1865,Cc1ccc(Cl)c(N=c2cc[nH]c(=Nc3ccc(OCC(O)CN(C)C)cc3)[nH]2)c1,7.4,2.6
1866,COc1ccc2[nH]c(=NCCCN3CCN(CCCN=c4[nH]c5ccc(OC)nc5n5cccc45)CC3)c3cccn3c2n1,7.4,4.73
1867,O=C(NCc1ccc2c(c1)OCO2)N1CCC2(CC1)C(=O)NCN2c1ccccc1,7.4,2.8
1868,COCCc1ccc(OCC(O)CNC(C)C)cc1,7.4,-0.2075
1869,CC(C)NC[C@H](O)COc1cccc2ccccc12,7.4,0.99
1870,Cc1ccc(S(=O)(=O)Nc2ccc(C=CC(=O)Nc3ccccc3N)cc2)cc1,7.4,2.82
1871,COC(=O)c1c(C)[nH]c(C)c1C(=O)c1ccccc1Cl,7.4,2.7
1872,[NH3+]C(Cc1c[nH]c2ccccc12)C(=O)NC(Cc1ccccc1)C(=O)[O-],7.0,-0.47
1873,CCN(C(=O)Cc1ccc(S(C)(=O)=O)cc1)C1CCN(CCC(c2ccccc2)C2CCN(S(=O)(=O)CC)CC2)CC1,7.4,1.63
1874,CCN1CCN(Cc2cnc(-c3ccc(C(=O)Nc4ccccc4N)cc3)c(C#N)c2)CC1,7.4,1.14
1875,N=c1[nH]c2cc3c(cc2s1)CCN(Cc1cccc(F)c1)CC3,7.4,3.3
1876,CC(C)(C(=O)c1cccnc1)c1cccnc1,7.4,1.475
1877,c1ccc(CN=c2[nH]c3ccccc3[nH]2)cc1,7.4,2.76
1878,CCC(c1nc2ccn(C)c2c(=O)n1Cc1ccccc1)N(CCCN)C(=O)c1ccc(C)cc1,7.4,1.8
1879,NC(=O)c1cc(C(N)=O)n(-c2cccc(-c3cc(C(F)(F)F)ccc3C(F)(F)F)c2)n1,7.4,3.4
1880,CN1C(=O)C(O)N=C(c2ccccc2Cl)c2cc(Cl)ccc21,7.4,2.745
1881,CCCCC(OC(Cc1ccccc1)C(=O)N1CCC(OCOC)CC1)C(=O)N[C@@H](CC1CCCCC1)[C@@H](O)CC(C(=O)NCCCNC(N)=O)C(C)C,7.4,4.2
1882,Cc1nc(CSc2ccc(Cl)cc2)cc(N2CCOCC2)n1,7.4,3.38
1883,COc1ccc(C(=O)NCc2cn(-c3cc(C)nc4ccc(OC)cc34)nn2)cc1,7.4,3.5
1884,Cc1nc2ccccn2c1C(=O)NCc1ccccc1,7.4,3.2
1885,Cc1oc(S(C)(=O)=O)cc1-c1c2c(=O)n(C)c(=O)n(CC3CC3)c2nn1Cc1ccnc2ccc(Cl)cc12,7.4,3.2
1886,O=C1COc2ccccc2N1CCN1CCC(NCc2cc3c(cn2)OCCO3)CC1,7.4,1.04
1887,CC(=O)NC1CC2CCCC(C1)N2C(=O)Nc1ccc(Cl)c(C(F)(F)F)c1,7.4,2.79
1888,O=C(NC1CCCC1)C(c1ccncc1)N(Cc1ccco1)C(=O)c1ccc(-c2ccccc2)[nH]1,7.4,4.36
1889,COc1cccc(CN=c2[nH]c(=NC(C)C)[nH]c3ccsc23)c1OC,7.4,3.7
1890,CCN(C(=O)c1c[nH]n(-c2ccccc2)c1=NS(=O)(=O)c1ccc(-c2cnco2)cc1)C1CCCCC1,7.4,1.46
1891,COc1ccc(-c2cc(=O)c3cc(Cl)ccc3[nH]2)cc1,7.4,2.7
1892,CC(C)(C)c1cc(=O)n2[nH]c(=N)nc2[nH]1,7.4,-0.2
1893,COc1ccc(I)c(CN(C(C)=O)c2cc(F)ccc2Oc2ccccc2)c1,7.4,4.42
1894,N#Cc1cccc(CC(C(=O)O)N2CCC(CN3CCC(Oc4ccc(Cl)c(Cl)c4)CC3)CC2)c1,7.4,2.26
1895,CC[C@H](NC(=O)c1c([S+](C)[O-])c(-c2ccccc2)nc2c(F)cccc12)c1ccccc1,7.4,2.84
1896,O=c1oc(=NC2CCCCC2)[nH]c2ccccc12,7.4,3.5
1897,CCCCC1=NC2(CCCC2)C(=O)N1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,7.4,1.29
1898,COc1ccc(CNCc2ccc(-c3cc(C(N)=O)c(NC(N)=O)s3)cc2)cc1,7.4,2.55
1899,COc1cc(Cl)cc(C(=O)N=c2ccc(Cl)c[nH]2)c1NC(=O)c1scc(CN2CCN(C)CC2)c1Cl,7.4,2.75
1900,O=C(Nc1cccc(-c2nn[nH]n2)c1)c1cc(C(F)(F)F)cc2[nH]cnc12,7.4,1.1
1901,COc1ccc(C(=O)CS(=O)(=O)c2ccccc2)cc1,7.4,1.96
1902,CCN(CC)S(=O)(=O)c1ccc(NC(=O)C(C)(O)C(F)(F)F)cc1,7.4,2.63
1903,COc1cc[nH]c(=NC2CCN(C(=O)c3ccc(C#N)cc3)CC2)c1,7.4,1.73
1904,O=c1[nH]c2c(O)ccc(CCNCCSCCCOCCc3ccc(NS(=O)(=O)c4ccccc4)cc3)c2s1,7.4,3.52
1905,Cn1c(=O)c2[nH]c(-c3cccnc3)nc2n(C)c1=O,7.4,0.7
1906,N#CCNC(=O)C1CCCCC1C(=O)N1CCCCC1,7.4,0.9
1907,COc1ccc(-c2cc3c(=N[C@H]4CCCNC4)[nH]cc(C(N)=O)c3s2)cc1,7.4,1.82
1908,COc1ccc(N2CCN(C(=O)C3CCCCC3C(=O)NC3(C#N)CC3)CC2)cc1OC,7.4,1.4
1909,Cc1ccccc1NC(=O)Nc1ccc(CC(=O)N2C[C@@H](F)C[C@H]2COc2ccc(C(=O)O)cc2)cc1C,7.4,1.09
1910,CC(C)CC(NC(=O)C(CC(C)C)NC(=O)CNC(=O)C([NH3+])Cc1c[nH]c2ccccc12)C(=O)[O-],7.0,0.06
1911,C[C@H](CO)N=c1[nH]c(SCc2ccccc2)nc2[nH]c(=O)[nH]c12,7.4,2.75
1912,COc1ccc2c3c1O[C@H]1[C@@H](O)C=C[C@H]4[C@@H](C2)N(C)CC[C@]314,7.4,0.305
1913,CCC(C)CNC1=NS(=O)(=O)c2sc(Cl)cc2N1,7.4,3.14
1914,O=C(O)Cc1cccc(N2CCC(CN3CCC(Oc4ccc(Cl)c(Cl)c4)CC3)CC2)c1,7.4,1.58
1915,N=c1[nH]nc(-c2cccc(Cl)c2Cl)c(=N)[nH]1,7.4,1.38
1916,O=C(O)COc1ccc(-c2nccs2)cc1-c1ccccc1,7.4,-0.16
1917,COc1cc(N=c2cc(Oc3cccnc3)cc[nH]2)cc(OC)c1OC,7.4,2.66
1918,CC1(C)SC2C(NC(=O)C(N)c3ccc(O)cc3)C(=O)N2C1C(=O)O,6.5,-1.7
1919,N=c1[nH]cc(-c2cnn(C3CCNCC3)c2)cc1-c1nc2ccccc2o1,7.4,1.85
1920,CC(=O)Nc1ccc(CN=c2[nH][nH]c3ccnc(Oc4ccccc4)c23)cc1,7.4,3.03
1921,Cc1[nH]oc(=NS(=O)(=O)c2ccc(N)cc2)c1C,7.4,-0.56
1922,CC(C)Cc1ccc(C(C)C(=O)NS(C)(=O)=O)cc1,7.4,0.6166666666666667
1923,Cc1cc(OCCCS(C)(=O)=O)cc(C)c1-c1cccc(COc2ccc3c(c2)OC[C@H]3CC(=O)O)c1,7.4,2.3
1924,CN(C)C(=O)Cn1c(-c2ccccc2)c(C2CCCCC2)c2sc(C(=O)O)cc21,7.4,1.6
1925,O=C1CCOc2nc(CCc3ccccc3)ccc21,7.4,2.5
1926,CCC(C)C(N=c1[nH]c2ccccc2c(=O)o1)C(=O)OC,7.4,2.6
1927,CC(C)Cn1c(=O)n(C)c(=O)c2c(SC3CCCC3)c(Cc3ccccc3C(F)(F)F)sc21,7.4,4.21
1928,O=C1CCOc2nc(C#CC3CCCCC3)ccc21,7.4,3.3
1929,CCC(c1ccc(C(=O)O)c(Oc2cccc(Cl)c2)c1)N1CCC[C@H](n2cc(C)c(=O)[nH]c2=O)C1,7.4,0.22
1930,N=C(N)N=c1[nH]c(CSCCC(=N)NS(N)(=O)=O)cs1,6.8,-1.0
1931,COc1cc(/C=C/C(=O)N2CCC(n3c(=O)[nH]c4ccccc43)CC2)c([N+](=O)[O-])cc1OC,7.4,3.0
1932,COc1ccc(C(=O)NCCN2CCN(Cc3ccc(Cl)c(Cl)c3)CC2)cc1Cl,7.4,3.74
1933,C[C@H](CO)N=c1[nH]c(SCc2ccccc2F)nc2[nH]c(=N)sc12,7.4,3.12
1934,COc1ccc(C=NN=Cc2ccc(OC)c(OC)c2)cc1OC,7.4,3.38
1935,N#Cc1cccc(S(=O)(=O)NC(=O)N2CCC(N3CCC(Oc4ccc(Cl)c(Cl)c4)CC3)CC2)c1,7.4,1.81
1936,COc1cc2[nH]cnc(=Nc3cccc(Cl)c3F)c2cc1OC1CCN(CC(N)=O)CC1,7.4,3.1
1937,COc1cc(F)ccc1-c1cncc(CNC2CCC2)n1,7.4,2.23
1938,Cc1cc2c(s1)=Nc1ccccc1NC=2N1CCN(C)CC1,6.8,2.0
1939,Cc1cccc(N(C)C(=S)Oc2ccc3ccccc3c2)c1,7.4,5.4
1940,CC(C)NCC(O)COc1cccc2ccccc12,6.8,1.2
1941,O=C(O)c1ccc(-c2ccc(Cl)c(C(=O)NCC34CC5CC(CC(C5)C3)C4)c2)cc1,7.4,2.48
1942,Cc1cc(-c2ccc(N3C[C@H](Cn4ccnn4)OC3=O)cc2F)on1,7.4,1.99
1943,CC(C)Oc1ccc(S(C)(=O)=O)cc1C(=O)N1CCN(c2ccc(C(F)(F)F)cc2)CC1,7.4,3.33
1944,N#Cc1ccc(C(c2ccc(C#N)cc2)n2cncn2)cc1,7.4,1.7
1945,CS(=O)(=O)C1(c2cc(N3CCOCC3)nc(-c3cccc4[nH]ccc34)n2)CC1,7.4,2.2
1946,CC(C)N1CCN(C(=O)NCc2ccc(Cl)c(Cl)c2)CC1,7.4,2.75
1947,N=C(NCc1ccc(Cl)cc1)SCCCc1c[nH]cn1,7.4,1.13
1948,CNCC[C@@H](Oc1cc(C(F)(F)F)ccc1C#N)c1ccccc1,7.4,1.3
1949,CC(NC(=O)C1(N)CCN(c2ncnc3[nH]ccc23)CC1)c1ccc(F)cc1,7.4,2.4
1950,COc1ccccc1C(=O)N=c1[nH]c2ccccc2s1,7.4,3.61
1951,CCCCC(C=O)NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(C)=O,7.4,2.6
1952,COc1cc(NC(=O)Nc2cccc(CNC(=O)O[C@H]3CCOC3)c2)ccc1-c1cnco1,7.4,3.6
1953,O=C(Nc1ccccc1)Nc1ccccc1C(=O)O,7.4,-0.12
1954,Cc1cc(=Nc2cc[nH]c(=NCc3cc(C4CC4)no3)n2)[nH][nH]1,7.4,2.5
1955,CC1C(=O)Nc2ccccc2N1C(=O)c1ccccc1,7.4,2.11
1956,COc1cccc2c1c(=NS(=O)(=O)c1ccc(Cl)s1)[nH]n2Cc1cccc(CNC(=O)C2COCCN2)c1,7.4,1.61
1957,CCC(=O)C(CC(C)N(C)C)(c1ccccc1)c1ccccc1,7.4,1.3
1958,CC(C)C(NC(=O)Cn1c(-c2ccccc2)ccc(NS(N)(=O)=O)c1=O)C(=O)C(F)(F)F,7.4,1.17
1959,CCN(CC)C(=O)c1ccc(C(=C2CCN(Cc3ccc(F)cc3)CC2)c2ccc(NC(=O)OC)cc2)cc1,7.4,4.01
1960,Cc1ccnc2[nH]c(Cc3nc4cc(C(N)=NO)ccc4[nH]3)nc12,7.2,1.0
1961,C[C@H](N=C1NC(=O)[C@@](C)(C(F)(F)F)S1)c1ccccc1F,7.4,3.1
1962,COc1ccnc(CCc2nc3c(C)ccnc3[nH]2)c1,7.4,2.1
1963,CC(N=c1[nH]c(N=c2cc(C3CC3)[nH][nH]2)cnc1C#N)c1ccc(F)cn1,7.4,3.18
1964,FC(F)c1nc2ccccc2n1-c1nc(N2CCOCC2)nc(N2CCOCC2)n1,7.4,3.04
1965,COC1=NC(C)=NC(Cl)C1N=c1[nH]cc[nH]1,6.8,0.4
1966,CCCCCc1cc(O)c2c(c1)OC(C)(C)[C@@H]1CCC(C)=C[C@@H]21,7.4,6.99
1967,Cc1ccc(F)c(N=c2cc[nH]c(=Nc3ccc(OCC(O)CN(C)C)cc3)[nH]2)c1,7.4,2.1
1968,CCCCc1nc2c(=N)[nH]c3ccccc3c2n1CC(C)C,7.4,3.82
1969,O=C(Nc1ccccc1)c1ccccc1,7.4,2.8
1970,Oc1ccc(-c2cnc3ccccc3n2)cc1,7.4,3.3
1971,CSc1ncccc1C(=O)NCC1CCCCC1,7.4,2.93
1972,C=Cc1nc2ccccc2n2cccc12,7.4,3.08
1973,NC(=O)N1c2ccccc2C=Cc2ccccc21,7.4,2.0505
1974,O=C(NCC12CC3CC(CC(C3)C1)C2)c1cccc(Cl)c1Cl,7.4,4.37
1975,COc1ccc2c(c1)N(CCN1CCC(NCc3cc4c(cn3)OCCO4)CC1)C(=O)CO2,7.4,1.24
1976,O=c1ccnc2ccccn12,7.4,0.2
1977,CN(CCOc1ccc(NS(C)(=O)=O)cc1)CCc1ccc(NS(C)(=O)=O)cc1,7.4,0.6
1978,COc1ccc(Cn2cc3c(=O)n(C)c(=O)n(CC(C)C)c3c2)cc1,7.4,3.52
1979,ON=C(NC1CCCCC1)c1cccc2ccccc12,7.4,4.43
1980,CC(=O)Nc1cccc(S(=O)(=O)Nc2ccc(-c3ccccc3)n(CC(=O)NC(C(=O)C(F)(F)F)C(C)C)c2=O)c1,7.4,2.43
1981,CN(C/C=C/C#CC(C)(C)C)Cc1cccc2ccccc12,7.4,2.83
1982,CC(C)(C)NCC(O)c1cc(O)cc(O)c1,6.5,-1.3
1983,CN(C)CCOc1ccccc1Cc1ccccc1,7.4,2.53
1984,Cc1c(Sc2ccc(Cl)cc2)c2c(-c3ccccc3)cccc2n1CC(=O)O,7.4,2.61
1985,CO[C@H]1CC[C@]2(CC1)Cc1ccc(-c3cncc(Br)c3)cc1C21N=C(C)C(=N)N1,7.4,3.4
1986,CN(C)CCc1c[nH]c2ccc(Cn3nccn3)cc12,7.4,-0.2
1987,CCCCC(CC)CNC(=O)c1cc(-n2ncc(=O)[nH]c2=O)ccc1Cl,7.4,2.41
1988,CC(=O)NC(CC(N)=O)C(=O)NC(Cc1ccccc1)C(N)=O,7.0,-1.14
1989,Cc1c[nH]c(=Nc2cncc(=NC(C)c3ncc(F)cn3)[nH]2)s1,7.4,1.91
1990,CSc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,7.4,0.09
1991,Nc1ccc(S(=O)(=O)c2ccc(N)cc2)cc1,7.4,0.7799999999999999
1992,O=C(O)c1ccc(N=c2nc3c(c[nH]2)CN=C(c2c(F)cccc2F)c2cc(Cl)ccc2-3)cc1,7.4,2.58
1993,N=C(N)c1ccc(CCN2CCC(c3nc(COCC(F)(F)F)c(-c4ccc(F)cc4)o3)CC2)cc1,7.4,3.76
1994,CCC/C=C/c1nc2ccccc2n2cccc12,7.4,4.44
1995,O=C1CCCCCN1,7.4,-0.08
1996,Fc1ccc2c(c1)C1c3cccc[n+]3C2CC1(c1ccoc1)c1ccoc1.[Cl-],7.4,0.75
1997,CNC(C)C(=O)NC(C(=O)N[C@H]1CCCN(CCc2ccccn2)C1)C(C)(C)C,7.4,-0.55
1998,C[C@H]1O[C@@H](n2cnc3c(=N)[nH]c(OCC4CC45CC5)nc32)[C@H](O)[C@@H]1O,7.4,1.78
1999,CN[C@H]1CCN(C(=O)c2ccc(N=c3nc(-c4cnc(C)n4C(C)C)cc[nH]3)cc2)C1,7.4,1.22
2000,OC[C@H](N=c1nc(N=c2cc(C3CC3)[nH][nH]2)c(Cl)c[nH]1)c1ccc(F)cc1,7.4,3.75
2001,Cc1ccc(S(=O)(=O)N=c2c(C(=O)NC3CCOCC3)c(C)[nH]n2-c2ccccc2)cc1,7.4,0.16
2002,CCC(N)C(=O)N[C@H](C#N)Cc1ccc(-c2ccccc2)cc1,7.4,2.6
2003,CC(C)(CO)N=c1[nH]c(SCc2cccc(F)c2F)nc2[nH]c(=N)sc12,7.4,3.37
2004,COCCC(CC1(C(=O)NC2(CO)Cc3ccccc3C2)CCCC1)C(=O)O,7.4,-0.2
2005,CN=c1[nH]cc(C(=O)c2ccccc2)s1,7.4,2.36
2006,CC(C)C(N)C(=O)O,7.4,0.32
2007,COc1cc(OC)c(S(=O)(=O)N2c3ccccc3CCC2C)cc1NC(=O)CCc1nn[nH]n1,7.4,-0.34
2008,CC(C)(C)c1ccc(-c2nc(CNC3CCCCCC3)co2)cc1,7.4,5.41
2009,CCCCCc1nc2cc(OC)ccc2n2cccc12,7.4,4.38
2010,NC(=O)Nc1sc(-c2ccccc2)cc1C(=O)N1CCOCC1,7.4,2.24
2011,N#Cc1ccc2cccc(O)c2n1,7.4,1.81
2012,C#CCC(C(=O)N=C(Cc1cc[nH]c1O)CCC(O)OCC)n1cccc(NC(=O)c2cc(C)on2)c1=O,7.4,1.75
2013,CS(=O)(=O)c1cccc(N=c2[nH]ccc(=Nc3c(Cl)ccc4ccoc34)[nH]2)c1,7.4,3.7
2014,CCCCC(OC(Cc1ccccc1)C(=O)N1CCC(OCOC)CC1)C(=O)N[C@@H](CC1CCCCC1)[C@@H](O)CC(C(=O)NCCN=c1[nH]oc(=N)[nH]1)C(C)C,7.4,4.4
2015,O=c1cc(OCc2ccccc2)cc[nH]1,7.4,1.69
2016,CCC(C)C(NC(=O)C(NC(=O)[C@@H](NC(C)=O)C(C)C)C(C)C)C(N)=O,7.0,0.49
2017,CCN(C(=O)Cc1ccc(S(C)(=O)=O)cc1)C1CCN(CC[C@@H](c2cc(F)cc(F)c2)N2CCN(S(C)(=O)=O)CC2)CC1,7.4,1.25
2018,CC(C)C(NC(=O)Cn1c(-c2ccccc2)ccc(NC(=O)NCc2cccnc2)c1=O)C(=O)C(F)(F)F,7.4,2.84
2019,c1ccc2c(OCC3=NCCN3)cccc2c1,7.4,0.68
2020,CN1CCN(c2nc3ccccc3cc2Cn2nc(-c3ccc4[nH]c(=N)sc4c3)c3c(=N)[nH]cnc32)CC1,7.4,3.09
2021,CCOc1nc2cc(N)cc(CC)c2c(=O)o1,7.4,2.7
2022,CCn1c2nc(=O)n(C)c(=O)c-2cc2ccccc21,7.4,1.1
2023,COC(=O)N=c1[nH]c2ccc(C(=O)c3ccccc3)cc2[nH]1,7.4,3.09
2024,NS(=O)(=O)c1ccc(N=c2nc(-c3ccccc3)cc[nH]2)cc1,7.4,2.86
2025,NC(=O)C1CCCN1c1nc2ccccc2c(=O)o1,7.4,0.4
2026,c1ccc(C[C@H]2CN(c3nccc(Oc4ccc(-n5ccnc5)cc4)n3)CCN2)cc1,7.4,3.58
2027,CCCc1cc(C(C)=O)ccc1OCCCON1C(N)=NC(N)=NC1(C)C,7.4,2.92
2028,CC(=O)Oc1c(C)cc(OC[C@H](O)CNC(C)C)c(C)c1C,7.4,0.55
2029,COC(=O)c1ccc(CC(=O)N(C)C2CCN(CCC(c3ccccc3)c3ccccc3)CC2)cc1,7.4,4.0
2030,CCc1[nH]ccc(=O)c1O,7.4,0.05
2031,N=C(N)N1CCc2ccccc2C1,7.4,-0.94
2032,C(#Cc1[nH]nc2ccccc12)c1ccccc1,7.4,4.31
2033,CO[C@@H]1CN(Cc2ccc(C(F)(F)F)cc2)CC[C@@H]1N(C)C(=O)Cc1ccc(-n2cnnn2)cc1,7.4,3.1
2034,CCC(CCNC)Oc1cc(Cl)ccc1C#N,7.4,0.38
2035,CC(C)NC[C@@H](O)c1ccc(NS(C)(=O)=O)cc1,7.4,-1.19
2036,Oc1cn2c(n1)Nc1ccc(Cl)c(Cl)c1C2,7.4,1.86
2037,Cc1nc(C(C)C)c2c(n1)N(Cc1ccc(-c3ccccc3-c3nn[nH]n3)cc1)C(=O)CC2,7.4,1.41
2038,CC1CN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3-c2ccc(Cl)cc2Cl)CC(C)N1,7.4,-0.03
2039,Cc1ncc([N+](=O)[O-])n1CCO,7.4,-0.04444444444444445
2040,NS(=O)(=O)N1CCN(C2CN(CC[C@]3(c4ccc(Cl)c(Cl)c4)CCC(=O)N(CC4CC4)C3)C2)CC1,7.4,1.7
2041,CN1CCN(S(=O)(=O)c2ccc(-c3c[nH]c(=N)c(C(=O)Nc4cccnc4)n3)cc2F)CC1,7.4,2.66
2042,Cc1c(Sc2ccc(Cl)cc2)c2cccc(Cl)c2n1CC(=O)O,7.4,2.0
2043,CC(NC(=O)C(Cc1ccc(O)cc1)N=C(N)N)C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)NC(Cc1ccc(Cl)cc1)C(N)=O,7.4,1.13
2044,Cc1cc(-c2ccc(-c3[nH]c4ccncc4c(=O)c3C#N)cc2)ccn1,7.4,1.6
2045,Cc1nc(C)c(-c2ccc(C3CCC(CC(N)=O)CC3)cc2)nc1C(N)=O,7.4,2.7
2046,Cc1ccc(-c2ncc[nH]2)cc1NC(=O)c1ccc(OCc2ccccn2)cc1,7.4,3.01
2047,CN1CCN(CC(=O)Nc2ccc(-c3cccn4c(=O)cc(N5CCOCC5)nc34)c3sc4ccccc4c23)CC1,7.4,2.6
2048,N=c1cc2[nH][nH]c(=O)n2c2cc(-c3ccsc3)ccc12,7.4,3.18
2049,CC(=O)NC(Cc1ccccc1)C(=O)NC(Cc1c[nH]cn1)C(=O)N[C@@H](CC(C)C)C(N)=O,7.0,0.46
2050,CC[C@H]1OC(=O)C(C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)CN(C)[C@H](C)[C@@H](O)[C@]1(C)O,7.4,0.9
2051,CN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,7.4,3.92
2052,CCOc1ncc(C)c2c1[C@H](c1ccc(C#N)cc1OC)C(C(N)=O)C(C)=N2,7.4,2.51
2053,Cc1sc2ncnc(N3CCN(c4ncccn4)CC3)c2c1C,7.4,3.66
2054,O=c1ccn(CCCO)c(CO)c1O,7.4,-1.25
2055,CCCNCc1cnc(-c2ccc(C(=O)Nc3ccccc3N)cc2)s1,7.4,1.75
2056,Cn1c(=O)n(Cc2ccc(Br)cc2)c2ccccc21,7.4,2.81
2057,O=c1[nH]cc(NCc2ccccc2)c(=O)[nH]1,7.4,0.82
2058,Clc1cccc2c[nH]nc12,7.4,2.33
2059,Cc1ccc(S(=O)(=O)NC(=O)N2CCC(N3CCC(Oc4ccc(Cl)c(C)c4Cl)CC3)CC2)cc1,7.4,2.2
2060,CCC(C)c1ccc(N=C(N)Nc2ccc(C(C)CC)cc2)cc1,7.4,3.94
2061,CCN(CC)CC#CCOC(=O)C(O)(c1ccccc1)C1CCCCC1,7.4,3.65
2062,CCCC(C)(COC(N)=O)COC(=O)NC(C)C,7.4,2.205
2063,COCC(C)n1[nH]c(C)c(C(=O)N[C@@H](C)C(C)(C)C)c1=NS(=O)(=O)c1ccc(C)cc1,7.4,0.61
2064,COc1ccc(OC)c(-c2c(F)ccc3c(=N)c(C(=O)NC4CC4)n[nH]c23)c1,7.4,3.47
2065,CCCCC(OC(Cc1ccccc1)C(=O)N1CCC(OCOC)CC1)C(=O)N[C@@H](CC1CCCCC1)[C@@H](O)CC(C(=O)N(C)CCCN(C)C)C(C)C,7.4,3.7
2066,Cc1ccc2c(c1)C1(CCN(CCc3nc(-c4ccccc4)oc3C)CC1)OC(=O)N2,7.4,4.2
2067,CCS(=O)(=O)c1ccc(-c2cc(Cl)ccc2OCC(=O)O)c(C)c1,7.4,-0.65
2068,CC(C)C(NC(=O)Cn1c(-c2cccs2)ncc(N)c1=O)C(=O)C(F)(F)F,7.4,0.68
2069,CC[C@H](CO)N=c1[nH]c(SCc2ccccc2)nc2[nH]c(=N)sc12,7.4,3.27
2070,Nc1ccccc1NC(=O)c1ccc(CNC(=O)OCc2cccnc2)cc1,7.4,1.26
2071,NC(Cc1ccccc1)C(=O)NC(Cc1ccccc1)C(=O)NC(Cc1ccccc1)C(=O)NCC(=O)O,7.4,-0.66
2072,COc1ncc(C)cc1-c1cccc2c(=N)c(C(=O)NC3CC3)n[nH]c12,7.4,3.4
2073,CCCSc1nc2ccc(NC(=O)CCNC(N)=O)cc2s1,7.4,2.9
2074,N=C(N)Nc1ccc(C(=O)Oc2ccc(Cl)cc2)cc1,7.4,0.7
2075,Cc1ncc(-c2[nH]c(=Nc3ccc(C(=O)NC4CCN(C)CC4)c(F)c3)ncc2F)n1C(C)C,7.4,2.41
2076,CC(C)Cn1c(=O)n(C)c(=O)c2c(C(=O)N3CC=CC3)c(Cc3ccccc3C(F)(F)F)sc21,7.4,3.53
2077,C[N+]1(C)[C@H]2C[C@H](OC(=O)C(O)(c3cccs3)c3cccs3)C[C@@H]1[C@H]1O[C@@H]21,7.4,-0.25
2078,NC(=O)c1c[nH]c(=N[C@H]2CCCNC2)c2cc(-c3ccc(Cl)c(F)c3)sc12,7.4,2.76
2079,CC(C)c1nc(CN(C)C(=O)NC(C(=O)N[C@@H](Cc2ccccc2)C[C@H](O)[C@H](Cc2ccccc2)NC(=O)OCc2cncs2)C(C)C)cs1,7.4,4.3
2080,CC(=O)NC(C)C(=O)NC(CCC(=O)O)C(=O)NC(C)C(=O)NC(C)(C)C,10.0,-3.15
2081,O=C(Nc1ccc(Cl)c(S(=O)(=O)N2CCNCC2)c1O)Nc1cccc(F)c1Cl,7.4,2.6
2082,CCCC(=O)NCc1cncc(-c2ccc(F)cc2OC)c1,7.4,2.9
2083,CCOC(=O)c1ccccc1-c1csc(=NS(=O)(=O)c2ccc(Cl)cc2)[nH]1,7.4,2.43
2084,NS(=O)(=O)c1ccc2c(c1)C1C=CCC1C(c1cccc3ccccc13)N2,7.4,1.9
2085,O=C(N=c1[nH]ccs1)c1cccnc1,7.4,2.25
2086,Cc1ncc(-c2[nH]c(=Nc3ccc(C(=O)N4CC[C@H](N(C)C)C4)cc3)ncc2F)n1C(C)C,7.4,2.16
2087,COc1cc(OC)cc(-c2ccc(NC(=O)OCc3ccccc3)c(=O)n2CC(=O)NC(C(=O)C(F)(F)F)C(C)C)c1,7.4,2.26
2088,O=C(Cc1ccccn1)c1ccc(Cl)cc1,7.4,2.96
2089,COc1cc2[nH]cnc(=Nc3ccc(F)c(Cl)c3)c2cc1OC,7.4,3.67
2090,O=C(Nc1ccccc1)N1CCOCC1,7.4,1.0
2091,O=c1[nH]c2c(O)ccc(CCNCCCS(=O)(=O)CCOCCc3ccccc3[N+](=O)[O-])c2s1,7.4,1.37
2092,CC(=O)O[C@@]12CO[C@@H]1C[C@H](O)[C@@]1(C)C(=O)C(=O)C3C(C)C(OC(=O)C(O)C(NC(=O)OC(C)(C)C)c4ccccc4)C[C@@](O)([C@@H](OC(=O)c4ccccc4)[C@@H]12)C3(C)C,7.4,3.4
