,Unnamed: 0,smiles,logP,logD
6311,10210,N=c1[nH]cnc2[nH]cnc12,-0.05,
6312,8146,Cc1[nH]c(=N)[nH]c(=N)c1-c1ccc(Cl)c(Cl)c1,2.82,
6313,12810,O=c1[nH]cc(CO)c(=O)[nH]1,-1.94,
6314,15167,COc1cc(N2CCN(CCS(C)(=O)=O)CC2)ccc1N=c1nc(-c2cnc3ccccn23)c(Cl)c[nH]1,,3.1
6315,17288,O=C1CCOc2nc(CCc3ccccc3)ccc21,,2.5
6316,15090,COc1cc(-n2nnc3cc(-c4ccc(Cl)cc4)sc3c2=O)ccc1N1CC[C@@H](O)C1,,3.15
6317,1438,CC(C)(C)N(NC(=O)c1ccccc1F)C(=O)c1ccccc1Cl,2.63,
6318,1072,CC(=O)OCC1OC(n2ncc(=O)[nH]c2=O)C(OC(C)=O)C1OC(C)=O,-0.2,
6319,5867,CN(N=Cc1ccc([N+](=O)[O-])cc1)P(=O)(N1CC1)N1CC1,0.51,
6320,11441,O=C(Nc1ccc(F)cc1)c1cc(Cl)cc(Cl)c1O,4.76,
6321,2592,CC=NN(C(=O)c1ccc([N+](=O)[O-])cc1)c1ccccc1,3.08,
6322,4257,CCN(CC)CCN1c2ccccc2Sc2ccc(Cl)cc21,5.94,
6323,2279,CC12CC(O)C3C(CCC4(O)CC(O)CC(O)C34CO)C1(O)CCC2c1coc(O)c1,-0.02,
6324,17219,O=C(O)c1cccc(C(=O)N2CCC(N3CCC(Oc4ccc(Cl)c(Cl)c4)CC3)CC2)c1,,1.23
6325,9715,Cn1c([N+](=O)[O-])cnc1C=NNC(N)=S,0.65,
6326,11929,O=C(Oc1ccccc1Cl)N1CCCC1,3.13,
6327,10205,N=c1[nH]ccc(=O)[nH]1,-0.99,
6328,103,C#CCOC(=O)Nc1ccc(OCC)c(OCC)c1,2.68,
6329,11885,O=C(OCC1OC(n2cc(I)c(=O)[nH]c2=O)CC1O)c1ccccc1,1.4,
6330,5810,CN(CC(=O)O)C(=O)COC(=O)c1ccccc1,0.67,
6331,12995,OC1CCN(CCCc2ccccc2COc2ccccc2)CC1,3.21,
6332,1480,CC(C)(C)[N+]([O-])=Cc1ccc(F)cc1,1.42,
6333,2390,CC1=NS(=O)(=O)c2cc(C)ccc2N1,0.81,
6334,5153,CCS(=O)CCSP(=O)(OC)OC,-0.75,
6335,7883,COc1cncc(C(N)=O)n1,0.13,
6336,1020,CC(=O)OC1=C2C(C)C(OC(=O)C(O)CNC(=O)c3ccccc3)CC(O)(C(OC(=O)c3ccccc3)C3C4(OC(C)=O)COC4CC(O)C3(C)C1=O)C2(C)C,1.75,
6337,3133,CCCC1CC(C(=O)NC(C(C)O)C2OC(SCC)C(O)C(O)C2O)N(CC)C1,1.91,
6338,7929,CS(=O)(=O)CCn1ccnc1[N+](=O)[O-],-1.3,
6339,12337,O=P(N1CC1)(N1CC1)N(N=Cc1ccc(F)cc1)c1ccccc1,0.56,
6340,8486,Cc1ccc(/C=C/C(=O)NCCNC(=O)/C=C/c2ccc(C)o2)o1,3.97,
6341,14592,CC[C@H](NC(=O)c1c([S+](C)[O-])c(-c2ccccc2)nc2cc(Br)ccc12)c1ccccc1,,3.18
6342,10851,NS(=O)(=O)c1ccc(SCCCO)c(F)c1,0.99,
6343,6779,COC1CC(OC2CCC3(C)C2CCC2C3CCC3(C)C(c4coc(O)c4)CCC23O)OC(C)C1O,2.37,
6344,16900,O=C(CC12CC3CC(CC(C3)C1)C2)Nc1cccc2c(=O)n(C(CO)CO)ccc12,,2.62
6345,2583,CC=Cc1c(OC)cc(Cc2c[nH]c(=N)[nH]c2=N)cc1OCC,2.65,
6346,1403,CC(C)(C)N(NC(=O)c1ccc(Cl)cc1)C(=O)c1ccccc1Cl,3.51,
6347,11198,O=C(CN1CCCCC1)NC1COc2ccc(Cl)cc21,3.01,
6348,9940,N#CCCCCCCC#N,0.59,
6349,9945,N#CCCCl,0.18,
6350,8504,Cc1ccc(C(=O)N(N)c2ccccc2)cc1,3.0,
6351,3154,CCCCC(=O)OC,1.96,
6352,10951,Nc1ccc(C(=O)O)cc1O,0.5,
6353,9211,ClC(Cl)=C(Cl)C(Cl)=C(Cl)Cl,4.78,
6354,7301,COc1ccc(-c2ncc(C#N)nc2-c2ccc(OC)cc2)cc1,3.7,
6355,14370,CCN(C(=O)Cc1ccc(S(C)(=O)=O)cc1)C1CCN(CC[C@@H](c2cccc(C(F)(F)F)c2)C2CCN(S(C)(=O)=O)CC2)CC1,,1.9
6356,8546,Cc1ccc(C)c(Oc2cccc(C(=O)NC(C)C)c2)c1,4.35,
6357,5088,CCOc1cccc(C(=O)NP(=O)(N2CC2)N2CC2)c1,1.24,
6358,7532,COc1ccc(OCC(=O)N2CCN(C(=O)c3ccco3)CC2)cc1,2.76,
6359,2569,CC=CC#CC#CC=CC(=O)OC,2.45,
6360,8241,Cc1c(O)c(=O)ccn1CCC(=O)NC(C)C,-0.47,
6361,603,CC(=O)CC(=O)Nc1ccc(-c2ccc(NC(=O)CC(C)=O)c(C)c2)cc1C,1.75,
6362,11184,O=C(CCl)Nc1ccc2nn(C3CCCC3)nc2c1,2.78,
6363,9046,Cc1csc(-c2ccc(C(C)C(=O)O)cc2)n1,3.03,
6364,6976,COP(=S)(OC)Oc1c(Cl)cccc1C#N,3.58,
6365,12765,O=c1[nH]c2c(O)ccc(CCNCCCS(=O)(=O)NCCOCCc3ccccc3)c2s1,1.46,
6366,8778,Cc1cccc(C(=O)N2CCCCC2)c1,2.6,
6367,14422,CCN(CC)CCOC(=O)C1(C2CCCCC2)CCCCC1,,3.72
6368,3268,CCCCCC=CCC=CCCCCCCCC(=O)O,7.05,
6369,10157,N=c1[nH]c(=N)c2ncn(COCCO)c2[nH]1,-1.06,
6370,6511,COC(=O)CSc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],2.05,
6371,1684,CC(C)CC(N)C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)O,-0.94,
6372,1015,CC(=O)OC1(C(=O)CO)CCC2C3CC=C4CC(=O)CCC4(C)C3C(O)CC21C,2.3,
6373,3764,CCCCOCC1CO1,0.63,
6374,12843,O=c1c2ccccc2nc2n1CCC2,1.07,
6375,16617,N=C1NC(c2cccs2)Nc2cccc(F)c21,,0.91
6376,10810,NS(=O)(=O)c1cc2c(s1)C(O)CCS2(=O)=O,-0.59,
6377,7152,COc1cc(Cc2c[nH]c(=N)[nH]c2=N)cc(Br)c1OC,2.23,
6378,2849,CCC(C)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O,3.56,
6379,4984,CCOP(=S)(OCC)SCSCC,3.56,
6380,7057,COc1c([N+](=O)[O-])nc(C)n1C,-0.09,
6381,8120,C[C@@]1(c2ccc(Cl)cc2)NC(=S)N2[C@@H]1NC(=S)N2c1ccc(Cl)cc1,4.94,
6382,6365,COC(=O)C(=Cc1ccc(Br)o1)[N+](=O)[O-],2.74,
6383,10136,N=C1NCC(CN2CCN(c3ccccn3)CC2)O1,0.48,
6384,13359,S=c1ssc2c1CCCCC2,3.27,
6385,13868,CC(C)(C)OC(=O)N1CCN(c2ncc(OCc3ccc(S(C)(=O)=O)cc3)cn2)CC1,,3.27
6386,9763,Cn1cnc2ccccc2c1=O,0.69,
6387,12684,O=[N+]([O-])c1nccn1CCN1CCOCC1,-0.1,
6388,16681,N=c1[nH]cnc2c1nc(Sc1nc3cccc(Cl)c3s1)n2CCO,,2.37
6389,16575,N#Cc1cccc(-c2nc(-c3ccccn3)no2)c1,,2.2
6390,8809,Cc1cccc(C)c1NC(=O)CN,0.41,
6391,7114,COc1cc(C2c3c(cc(C)[nH]c3=O)OC(=N)C2C#N)cc(OC)c1OC,2.55,
6392,17283,O=C1CCOc2cc(COc3ccccc3)ccc21,,3.0
6393,6056,CNC(=O)CF,-0.83,
6394,5321,CCc1cccc2nc(C)cc(=O)n12,1.63,
6395,2210,CC1(C)COC(Cn2cncn2)(c2ccc(-n3ccnc3)cc2Cl)OC1,2.26,
6396,1098,CC(=O)OCN1C(=O)C(C)=C(C)C1=O,0.65,
6397,7641,COc1ccc2cnccc2c1,2.22,
6398,9653,Cn1c(=N)[nH]c2c3cccnc3ccc21,1.46,
6399,363,C=CCCBr,2.53,
6400,14085,CC(O)(C(=O)Nc1ccc(S(=O)(=O)Nc2ccccc2)cc1)C(F)(F)F,,3.07
6401,8262,Cc1c2ccccc2c(C)c2ccccc12,5.69,
6402,13897,CC(C)C(N)C(=O)OCCOCn1cnc2c(=O)[nH]c(=N)[nH]c21,,-1.3
6403,14255,CCCCNc1cc(C(=O)O)cc(S(N)(=O)=O)c1Oc1ccccc1,,-0.3
6404,15834,Cc1c(Sc2ccc(Cl)cc2)c2c(-c3cnccn3)cccc2n1CC(=O)O,,0.03
6405,12107,O=C1CCCCCCN1,0.24,
6406,14098,CC(Oc1cccc2[nH]cnc(=Nc3ccc(OCc4ccccn4)c(Cl)c3)c12)C(=O)N(C)C,,3.67
6407,3899,CCCN(CCC)C(=O)COC(=O)Cc1ccc2cc(OC)ccc2c1,4.04,
6408,11770,O=C(O)c1cc(Br)ccc1O,3.23,
6409,5731,CN(C)c1ccc(-c2nc3ccc(C#N)cc3s2)cc1,3.2,
6410,5754,CN(C)c1ccc([N+](=O)[O-])cc1,2.27,
6411,16136,Cc1ccc(S(=O)(=O)NC(=O)N2CCC(N3CCC(Oc4ccc(F)c(F)c4)CC3)CC2)cc1,,0.75
6412,17575,c1ccc(CN=c2[nH]c3ccccc3[nH]2)cc1,,2.76
6413,17047,O=C(NC[C@@H](O)CN1CCC(Oc2ccc(Cl)c(Cl)c2)CC1)c1c[nH]nc1C1CC1,,3.15
6414,5999,CN=C(NC#N)NCCSCc1nccs1,0.89,
6415,8579,Cc1ccc(CCOCCCS(=O)(=O)CCNCCc2ccc(O)c3[nH]c(=O)sc23)nc1,1.56,
6416,3731,CCCCOC(=O)C=Cc1ccc([N+](=O)[O-])o1,2.83,
6417,7712,COc1cccc(NC=O)c1,1.25,
6418,17290,O=C1CCOc2nc(OCc3ccccc3)ccc21,,3.1
6419,1218,CC(=O)c1ccc(S(I)=C(N(C)C)N(C)C)cc1,-0.85,
6420,11747,O=C(O)Cc1ccccc1Nc1ccccc1,3.49,
6421,15346,COc1ccc(-c2nc3n(c2Br)CCC3)cc1,,3.3
6422,6965,COP(=O)(OC)Oc1ccc([N+](=O)[O-])c(C)c1,1.69,
6423,9923,N#CC1C(=N)Oc2c(oc(CO)cc2=O)C1c1ccccc1OCc1ccccc1Cl,4.34,
6424,1741,CC(C)CCOC(=O)c1cc(=O)[nH]c(=O)[nH]1,1.48,
6425,10421,NC(=O)NCc1ccccc1,0.73,
6426,16441,Cn1cncc1-c1c2c(=O)n(CC#CCO)c(=O)n(CC3CC3)c2nn1Cc1ccnc2ccc(Cl)cc12,,2.55
6427,2945,CCC1(CC)SCC(=O)NC1=O,1.52,
6428,13363,Sc1ccccc1,2.52,
6429,15175,COc1cc(N=c2cc(Nc3c(Cl)ccc4c3OCO4)[nH]cn2)cc(OC)c1OC,,3.07
6430,16540,N#Cc1cc(F)c(Cl)cc1O[C@H](CCN)c1ccccc1,,0.77
6431,16599,N=C(N)N=c1[nH]c2ccccc2o1,,1.91
6432,13825,CC(=O)O[C@@]12CO[C@@H]1C[C@H](O)[C@@]1(C)C(=O)C(=O)C3C(C)C(OC(=O)C(O)C(NC(=O)OC(C)(C)C)c4ccccc4)C[C@@](O)([C@@H](OC(=O)c4ccccc4)[C@@H]12)C3(C)C.O.O.O,,3.4
6433,10084,N#Cc1cnccn1,-0.01,
6434,13079,OCCCF,-0.28,
6435,11762,O=C(O)c1c(F)cccc1F,1.59,
6436,9593,Clc1cccc(Cl)c1,3.53,
6437,7260,COc1cc2c(c(OC)c1O)-c1ccc(OC)c(=O)cc1C(NC(C)=O)CC2,0.48,
6438,15001,COC1CCN(C(=O)C2CCN(CCc3c(-c4cc(C)cc(C)c4)[nH]c4sc(C(C)(C)C(=O)N5C6CCC5CC6)cc34)CC2)CC1,,4.09
6439,1349,CC(C)(C)C(=O)OCC1CCC(n2cnc3c(=O)[nH]cnc32)O1,0.6,
6440,14631,CCc1nc2c(=N)[nH]c3ccccc3c2n1CCCCNS(C)(=O)=O,,1.24
6441,13965,CC(C)Cn1c(=O)n(C)c(=O)c2c(C(=O)N3CC(C)(O)C3)c(Cc3ccccc3C(F)(F)F)sc21,,3.18
6442,14119,CC1(C)COCc2sc(N3CCN(C(=O)C4CCCCC4C(=O)NC4(C#N)CC4)CC3)nc21,,2.4
6443,2409,CC1=NS(=O)(=O)c2cccnc2N1,-0.25,
6444,8626,Cc1ccc(N2CCN(CC3CN=C(N)O3)CC2)cc1,1.23,
6445,15850,Cc1c[nH]c(-c2c[nH]c(=NCCN=c3ccc(C#N)c[nH]3)nc2-c2ccc(Cl)cc2Cl)n1,,3.86
6446,7632,COc1ccc2cc(CC(=O)OCC(=O)NC(C)(C)C)ccc2c1,3.6,
6447,16614,N=C(NCc1ccc(Cl)cc1)SCCCc1c[nH]cn1,,1.13
6448,13806,CC(=O)Nc1ccc2c(c1)c(-c1cc(=NC3CC3)n3[nH]cc(C#N)c3n1)cn2CCCO,,2.48
6449,17092,O=C(Nc1ccc(Cl)nc1)c1ccc(F)c(Cl)c1,,3.64
6450,11877,O=C(OCC(=O)N1CCCC1)c1c2ccccc2cc2ccccc12,4.09,
6451,16485,N#CC1(NC(=O)C2CCCCC2C(=O)N2CCN(c3ccc(F)cc3)CC2)CC1,,2.12
6452,10519,NC(=O)c1cccnc1,-0.37,
6453,9137,Cc1nn(-c2ccccc2)c(C)c1-c1nnc(-c2c(C)nn(-c3ccccc3)c2C)o1,5.56,
6454,15335,COc1ccc(-c2coc3cc(O)ccc3c2=O)cc1,,3.05
6455,454,C=CCn1c(C)c(C=C2C(=O)OC3(CCCCC3)OC2=O)c2ccccc21,4.62,
6456,1405,CC(C)(C)N(NC(=O)c1cccc(Cl)c1)C(=O)c1ccccc1Cl,3.49,
6457,2554,CC1c2cccc(O)c2C(=O)C2C(=O)C3(O)C(=O)C(C(N)=O)C(=O)C(N(C)C)C3C(O)C21,-0.02,
6458,7468,COc1ccc(F)cc1,2.26,
6459,14121,CC1(C)N=C(N)N=C(N)N1c1ccc(Oc2ccc(Cl)cc2)c(Cl)c1,,0.79
6460,11240,O=C(COc1ccc(OCCNCC(O)COc2ccccc2)cc1)NCCCO,0.5,
6461,8184,Cc1[nH]nc(C(=O)Nc2ccccc2)c1[N+](=O)[O-],1.81,
6462,5858,CN(Cc1ccccc1)N=O,1.55,
6463,17119,O=C(Nc1cccc(CCO)c1)c1cc2cc(Cl)ccc2[nH]1,,3.83
6464,9953,N#CCCOc1cccc2ccccc12,2.8,
6465,14921,CNC(C)C(=O)NC(C(=O)N[C@H]1CCCN(CCc2ccc(C(F)(F)F)cc2)C1)C(C)(C)C,,2.85
6466,1926,CC(C)OC(=O)c1ccc2[nH]c3c(c2c1)CCCC3,4.97,
6467,13667,c1cncc(CN2CCCCC2)c1,1.49,
6468,16495,N#CC1(NC(=O)C2CCCCC2C(=O)N2CCc3[nH]c4c(C(F)(F)F)cccc4c3C2)CC1,,3.75
6469,9418,Clc1ccc(-c2c[nH]c(SCCc3c[nH]cn3)n2)cc1,3.66,
6470,17392,O=c1[nH]c2c(O)ccc([C@@H](O)CNCCCSCCNCCc3ccccc3Cl)c2s1,,0.99
6471,11417,O=C(NP(=O)(N1CC1)N1CC1)c1ccccc1,0.81,
6472,9658,Cn1c(=N)[nH]c2ccc(Cl)cc21,2.01,
6473,11098,Nc1ccccc1,0.9,
6474,9592,Clc1cccc(C2NCCS2)c1,2.04,
6475,11057,Nc1ccc2c3c(cccc13)-c1ccccc1-2,4.2,
6476,11519,O=C(O)C1CC(O)CN1,-3.17,
6477,17123,O=C(Nc1cccc(O)c1)c1ccc(OCCCN2CCCC2)cc1OCc1cccc(F)c1,,3.15
6478,2212,CC1(C)C[C@](C)(O)[P@](C)(=O)O1,0.71,
6479,10943,Nc1ccc(C(=O)O)c(F)c1,1.29,
6480,7215,COc1cc(OC)[nH]c(=NC(=O)NS(=O)(=O)N(C)S(C)(=O)=O)n1,1.63,
6481,6139,CNC(=O)ON=C1SCOC1CCOC,0.51,
6482,6826,COCC1COC(Cn2cncn2)(c2ccc(Cl)cc2Cl)O1,2.21,
6483,2972,CCC1CC(C(=O)NC(C(C)O)C2OC(SC)C(O)C(O)C2O)N(C)C1,-0.4,
6484,16628,N=c1[nH][nH]cc1S(=O)(=O)c1ccccc1,,1.1
6485,9389,Clc1cc2c(Cl)c(Cl)c(Cl)c(Cl)c2c(Cl)c1Cl,8.2,
6486,1869,CC(C)NCC1CCc2cc(CO)c([N+](=O)[O-])cc2N1,2.24,
6487,15966,Cc1cc2[nH]c(=NC(=N)N)nc(C)c2cc1C,,0.7
6488,17328,O=Nc1c(O)n(Cc2ccccc2[N+](=O)[O-])c2ccccc12,,2.07
6489,10437,NC(=O)Nc1ccc(Oc2ccccc2)cc1,2.8,
6490,3189,CCCCC(CC)Cn1c(O)c2c(c1O)C1(C(C)C)C=CC2(C)CC1,5.96,
6491,10199,N=c1[nH]cc(Cc2cccc(Cl)c2Cl)c(=N)[nH]1,2.81,
6492,9275,ClCC1(CCl)C2CC(Cl)(Cl)C1(CCl)C(Cl)C2Cl,5.23,
6493,14935,CNC(C)C(=O)NC(C(=O)N[C@H]1CCCN(Cc2ccccc2)C1)C1CCCCC1,,2.01
6494,1816,CC(C)N1C(=O)C(=O)c2ccccc2C1=O,1.6,
6495,16803,NC1(C(=O)NC(c2ccc(Cl)cc2)C2CC2)CCN(c2ncnc3[nH]ccc23)CC1,,3.4
6496,16804,NC1(C(=O)NC(c2ccccc2)c2ccc(Cl)cc2)CCN(c2ncnc3[nH]ccc23)CC1,,4.1
6497,766,CC(=O)NC(CSSCC(NC(C)=O)C(N)=O)C(N)=O,-1.7,
6498,4018,CCCOC(=O)c1cccnc1,1.94,
6499,2639,CCC(=O)OC1(C(=O)CCl)C(C)CC2C3CC=C4CC(=O)C=CC4(C)C3(Cl)C(O)CC21C,3.28,
6500,3025,CCCC(=NOCC)C1C(=O)CC2(C=CCCC2)OC1=O,3.2,
6501,17255,O=C(c1ccc(Cl)cc1)C1CCN(C(=O)c2ccc(F)cc2)CC1,,3.49
6502,14191,CCC(NC(=O)c1ccc(C)cc1)c1nc2ccsc2c(=O)n1Cc1ccccc1,,4.14
6503,1524,CC(C)(C)c1noc(C=NO)n1,2.15,
6504,16299,Cc1ncc(-c2cc[nH]c(=Nc3ccc(C(=O)NCCN(C)C)c(F)c3)n2)n1C(C)C,,1.96
6505,4335,CCN(Cc1c(F)cccc1Cl)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-],5.45,
6506,3319,CCCCCCCC/C=C/CCCCCCCC(=O)O,7.64,
6507,9080,Cc1nc(Cl)c(C)nc1Cl,2.4,
6508,14181,CCC(CC)NC(=O)c1c[nH]n(C)c1=NS(=O)(=O)c1ccc(C)cc1,,0.36
6509,16127,Cc1ccc(S(=O)(=O)N=c2c(C(=O)N[C@@H](C)C(C)(C)C)c(C)[nH]n2C2CCOCC2)cc1,,0.5
6510,10715,NNC(=O)NCc1ccccc1,-0.22,
6511,9647,Clc1nc(Cl)c(Cl)[nH]1,1.85,
6512,13033,OCC1COC(Cn2cncn2)(c2ccc(Cl)cc2Cl)O1,1.76,
6513,10955,Nc1ccc(C(=O)Oc2ccc(F)cc2)c(O)c1,3.27,
6514,3012,CCC=CCC=CCC=CCCCCCCCC(=O)O,6.46,
6515,11894,O=C(OCCc1ccccc1)c1ccccc1,4.01,
6516,15356,COc1ccc(C(=O)N=c2cccc(NC(=O)c3ccc(OC)c(OC)c3)[nH]2)cc1OC,,3.5
6517,8463,Cc1cc2occc2c2oc(=O)ccc12,2.41,
6518,10032,N#Cc1ccc(NC=O)cc1,1.08,
6519,4248,CCN(CC)CCCCCCC(=O)Nc1c(C)cccc1C,3.48,
6520,4848,CCOC(=O)n1cnc(CC(NC(=O)c2ccc(O)[nH]2)C(O)N2CCCC2C(N)=O)c1,-1.3,
6521,13979,CC(C)Cn1c(=O)n(C)c(=O)c2c(C(=O)N3C[C@H](O)CO3)c(Cc3ccccc3C(F)(F)F)sc21,,3.15
6522,4588,CCOC(=O)C(Cc1ccc(OC)c(OC)c1)=NC=O,1.97,
6523,13728,C=CCc1cc(NC(C)=O)ccc1OCCCNC(C)C,,-0.01
6524,3447,CCCCCCCCOc1ccc(NC(=O)OCCN2CCCCC2)cc1,6.44,
6525,9776,Cn1nnc2ccccc2c1=O,0.84,
6526,15997,Cc1ccc(-c2cccc(-c3nn[nH]n3)c2)cc1,,1.3
6527,17125,O=C(Nc1cccc(O)c1)c1ccc(OCCCN2CCCC2)cc1OCc1ccccn1,,1.78
6528,10319,N=c1nc(Cl)c2ncn(C3CCC(CO)O3)c2[nH]1,0.21,
6529,7665,COc1cccc(C(C)=O)c1,1.84,
6530,3078,CCCC(=O)OCn1ncc2c(=O)[nH]cnc21,0.6,
6531,13568,c1ccc2c(c1)OCO2,2.08,
6532,9732,Cn1ccc(=O)c(O)c1,-0.7,
6533,3799,CCCCOc1ccc(OCC(OC(=O)n2ccnc2)C(C)(C)C)cc1,4.29,
6534,4230,CCN(CC)CC(=O)NC1CCc2ccccc21,2.74,
6535,12162,O=C1NS(=O)(=O)c2ccccc21,0.91,
6536,17154,O=C(O)CCCCn1nnc(-c2ccc(C(=O)N3CCC(N4CCC(Oc5ccc(Cl)c(Cl)c5)CC4)CC3)cc2)n1,,1.6
6537,4330,CCN(CCO)C(=O)COC(=O)c1ccccc1,0.93,
6538,14088,CC(O)(C(=O)Nc1ccc(S(=O)(=O)c2ccccc2)cc1)C(F)(F)F,,2.98
6539,10736,NNC(=O)c1ccc(Cl)cc1,1.18,
6540,14309,CCCSc1nc(N2CCCC(C(=O)O)C2)ccc1C(=O)NC1CCCCC1,,1.72
6541,6042,CNC(=O)C(Cc1ccc(O)cc1)NC(C)=O,-0.32,
6542,646,CC(=O)N(c1ccccc1)c1ccccc1,2.02,
6543,16374,Clc1ccc2c(c1N=c1[nH]cnc3cc(OCCCN4CCCC4)cc(OC4CCOCC4)c13)OCO2,,2.3
6544,15222,COc1cc2[nH]cc(C(N)=O)c(=Nc3cc(F)ccc3F)c2cc1OC,,2.9
6545,7385,COc1ccc(C)c(OC)c1,2.76,
6546,15256,COc1cc2[nH]cnc(=Nc3ccc(F)c(Cl)c3)c2cc1OCCN1CCN(C)CC1,,3.3
6547,9678,Cn1c(=O)cc(O)[nH]c1=O,-0.85,
6548,6677,COC(=O)c1cccnn1,-0.43,
6549,5485,CN(C)C(=O)Nc1ccc(Cl)c(Cl)c1,2.68,
6550,8430,Cc1cc(SCC(=O)NCc2ccc3c(c2)OCO3)nc2ccccc12,4.15,
6551,9114,Cc1ncc([N+](=O)[O-])n1CCCl,0.88,
6552,10336,NC(=O)C(F)(F)F,0.12,
6553,17027,O=C(NCC1CCOCC1)c1nc(OS(=O)(=O)CCC(F)(F)F)ccc1NC(=O)c1ccc(Cn2ccnn2)c2ccccc12,,4.2
6554,8280,Cc1cc(=NC(=O)C2C(=O)c3ccccc3S(=O)(=O)N2C)[nH]o1,2.83,
6555,11886,O=C(OCCCN=c1ccc(-c2ccncc2)c[nH]1)c1ccccc1,4.06,
6556,10847,NS(=O)(=O)c1ccc(SCCCCO)c(F)c1,1.28,
6557,5505,CN(C)C(=O)Nc1cccc(O)c1,0.51,
6558,1514,CC(C)(C)c1cccc(C2C(=O)c3ccccc3C2=O)c1,4.88,
6559,16359,Clc1ccc(-c2cn3ccccc3n2)cc1,,4.0
6560,6494,COC(=O)COc1ccccc1,1.41,
6561,13249,Oc1ccc(O)n1-c1cc(Cl)cc(Cl)c1,1.4,
6562,4511,CCOC(=O)C(=Cc1ccc(Cl)cc1)C(C)=O,3.04,
6563,5877,CN(N=O)C1CCCCC1,1.43,
6564,16944,O=C(Cc1c(C(=O)O)[nH]c2ccccc12)Nc1cccc(C(F)(F)F)c1,,1.33
6565,9910,N#CC(C#N)=NNc1ccccc1C(F)(F)F,4.2,
6566,1037,CC(=O)OC1CCCC(NC(=O)N(CCF)N=O)C1,1.33,
6567,17280,O=C1CC(c2ccc(O)cc2)Oc2cc(O)ccc21,,2.4
6568,10997,Nc1ccc(OC(=O)c2ccc(N)cc2O)cc1,2.04,
6569,2976,CCC1CCCCC1,4.56,
6570,3608,CCCCCOc1ccccc1NC(=O)OCCN1CCOCC1,3.7,
6571,15762,C[C@H]1O[C@@H](n2cnc3c(=N)[nH]c(OCC4CC45CC5)nc32)[C@H](O)[C@@H]1O,,1.78
6572,8466,Cc1cc[nH]c(=NS(=O)(=O)c2ccc(N)cc2)n1,0.14,-0.51
6573,7476,COc1ccc(N)c(S(=O)(=O)O)c1,-3.49,
6574,6597,COC(=O)c1cc(OC)c(OC)cc1NC(=O)CSc1nncn1C,2.78,
6575,4194,CCN(CC)C(=O)COC(=O)c1ccccc1O,1.99,
6576,9225,ClC1=C(Cl)C2(Cl)C(Cl)(Cl)C3CC(Cl)C1C3C2(Cl)Cl,6.09,
6577,6643,COC(=O)c1cccc(Cl)c1,2.85,
6578,13560,c1ccc2c(c1)OCCOCCOCCOCCOCCOCCOCCOc1ccccc1OCCO2,1.82,
6579,2613,CCC(=O)C1(c2cccc(OC(=O)OCC(C)C)c2)CCN(C)CC1,2.38,
6580,969,CC(=O)Nc1cccc(N(C)C)c1,1.29,
6581,1772,CC(C)COC(=O)c1cc(O)c(O)c(O)c1,2.46,
6582,10247,N=c1c2c([nH]c3ccccc13)CCCC2,2.71,0.38
6583,4504,CCOC(=O)/C=C/c1ccccc1,2.99,
6584,1134,CC(=O)Oc1ccc(N(C)C(=O)C(Cl)Cl)cc1,1.56,
6585,6751,COC1=CC(=O)CC(C)C12Oc1c(Cl)c(OC)cc(OC)c1C2=O,2.18,
6586,4145,CCCc1cssc1=S,3.18,
6587,1985,CC(C)c1ccc2c(c1)CCC1C(C)(C(=O)O)CCCC21C,4.8,
6588,13632,c1ccc2nn(C3CCCC3)nc2c1,3.04,
6589,3958,CCCNC(=O)CCC(NS(=O)(=O)c1ccc(C)cc1)C(=O)O,0.02,
6590,415,C=CCOC(=O)Nc1ccc(OCC)c(OCC)c1,2.75,
6591,15542,COc1ccccc1N1CCN(Cc2c(Br)c(=O)n(-c3ccccc3)n2C)CC1,,2.5
6592,1177,CC(=O)Sc1ccccc1,2.23,
6593,12415,O=S1(=O)N=C(Cc2ccccc2)Nc2ccccc21,1.89,
6594,12659,O=[N+]([O-])c1cnc(C=Cc2ccc3c(c2)OCO3)n1CCO,2.03,
6595,11465,O=C(Nc1ccccc1)C(F)(F)F,2.21,
6596,11722,O=C(O)Cc1ccc([N+](=O)[O-])cc1,1.39,
6597,15983,Cc1cc[nH]c(=NCc2c(O)ccc3ccccc23)c1,,4.24
6598,16885,Nc1ccccc1NC(=O)c1ccccn1,,1.0
6599,16626,N=c1[nH][nH]cc1-c1cc(C(F)(F)F)ccc1Oc1cc(F)c(S(=O)(=O)Nc2cscn2)cc1Cl,,2.65
6600,3637,CCCCCn1cnc2c(=N)[nH]cnc21,1.79,
6601,11227,O=C(CO)CN=c1[nH]cc[nH]c1=[N+]([O-])O,-0.49,
6602,8075,CSc1ccccc1N,1.2,
6603,1024,CC(=O)OC1CC(C)CCC1C(C)C,4.0,
6604,5090,CCOc1cccc(NC(=O)CN2CCCCC2)c1,3.17,
6605,14003,CC(C)N1CCN[C@@H](CN2CCN(C(=O)Nc3ccc(Cl)c(Cl)c3)CC2)C1,,1.92
6606,11814,O=C(O)c1ccc(Oc2ccccc2)cc1,3.91,
