,Unnamed: 0,smiles,logP,logS
5452,3551,CCCCCCOC(=O)c1ccc(O)cc1,4.35,
5453,2998,CCC1C2CC3C4N(C)c5ccccc5C4(CCN3C1O)C2O,1.81,
5454,13109,OCC1CC(F)C(n2cnc3c(F)ncnc32)O1,0.06,
5455,5187,CCOc1cncc(OCC)n1,2.55,
5456,5424,CCc1nc2cccc(C)n2c(=O)c1C,1.87,
5457,3386,CCCCCCCCCC1(CC)C(=O)NC(=O)NC1=O,4.0,
5458,7359,COc1ccc(-c2nc3ccncc3[nH]2)c(OC)c1,2.56,
5459,1051,CC(=O)OC=C1CSC2C(NC(=O)COc3ccccc3)C(=O)N2C1C(=O)O,0.26,
5460,242,C=C(C)C(=O)OCC(CC)CCCC,4.54,
5461,5475,CCn1ccc(CN(C)C(=O)c2ccccc2COc2ccc(F)cc2F)n1,4.43,
5462,11403,O=C(N=c1cc[nH]c(Cl)c1)Nc1ccccc1,3.2,
5463,9901,FC(F)C(F)(F)OCC(Cn1cncn1)c1ccc(Cl)cc1Cl,3.56,
5464,294,C=C1C2CCC(C2)C1(C)C,4.22,
5465,10210,N=C1NCC(CN2CCN(c3ccc(Cl)c(Cl)c3)CC2)O1,2.4,
5466,10572,NC(=O)c1ccc2ccccc2c1,1.88,
5467,4036,CCCNc1ccccc1,2.45,
5468,12765,O=[N+]([O-])c1nccn1CC(O)COCC(F)(F)F,0.52,
5469,4513,CCNC(=O)c1cccnc1,0.31,
5470,681,CC(=O)N=c1cc(C(=O)NN)cc[nH]1,-1.25,
5471,3468,CCCCCCCCN(C)N=Nc1ccc(C(N)=O)cc1,4.7,
5472,10447,NC(=O)CCCCn1nc2ccccc2n1,1.01,
5473,3745,CCCCNC(N)=O,0.41,
5474,8608,Cc1ccc(C)c(C)c1,3.63,-3.31
5475,5410,CCc1csc(-c2ccc(C(C)C(=O)O)cc2F)n1,4.16,
5476,10505,NC(=O)NN=CCCc1ccccc1,2.32,
5477,5164,CCOc1ccccc1NC(=O)OCCN1CCOCC1,2.27,
5478,12386,O=NN(CCCl)C(=O)Nc1ccccc1,2.49,
5479,10841,NNC(=O)c1ccnc(Br)c1,0.25,
5480,3445,CCCCCCCCCCCc1ccccc1,8.14,
5481,10158,N#Cc1ccncc1C#N,0.24,
5482,13912,CCCN(CCC)c1c([N+](=O)[O-])cc(C(C)C)cc1[N+](=O)[O-],,-6.49
5483,1463,CC(C)(C)NCC(O)COCCOc1ccccc1,2.35,
5484,1645,CC(C)C(NC(=O)C(N)Cc1ccccc1)C(=O)O,0.43,
5485,11656,O=C(O)CCCC1=NS(=O)(=O)c2cc(Br)cc(Br)c2N1,1.51,
5486,10953,NS(=O)(=O)c1cccc(Cl)c1,1.29,
5487,7417,COc1ccc(C(=O)OCC(=O)c2cc(C)n(C[C@@H]3CCCO3)c2C)c(OC)c1,4.18,
5488,596,CC(=O)C=Cc1cccc(F)c1,2.25,
5489,8688,Cc1ccc(N(CC(=O)Nc2ccccc2C(=O)NCc2ccco2)S(C)(=O)=O)cc1,4.32,
5490,24,Brc1ccc(-c2ccccc2)cc1,4.96,
5491,10123,N#Cc1ccc2c(c1)N(CCCN1CCC(O)CC1)c1ccccc1S2,3.52,
5492,280,C=C1C(=O)OC2C1CCC(C)C1(O)C=CC(=O)C21C,0.77,
5493,2839,CCC(C)N=C=S,2.81,
5494,10359,N=c1ccn(C2OC3COC2C3O)c(=O)[nH]1,-1.64,
5495,11860,O=C(O)c1cc(Cl)ccc1[N+](=O)[O-],2.13,
5496,10726,NCC(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)O,-3.31,
5497,1236,CC(=O)c1ccc2ncccc2c1,1.58,
5498,6213,CNC(=O)Oc1cc(C)c(N(C)C)c(C)c1,2.56,
5499,8432,Cc1cc(C)cc(OC(=O)CNC(=O)c2ccccc2)c1,3.4,
5500,8037,CS(=O)(=O)c1ccccc1,0.5,
5501,1559,CC(C)(SC(=O)N1CCCCC1)c1ccccc1,4.02,
5502,7683,COc1ccc2cc(C(C)C(=O)O)ccc2c1,3.58,
5503,12190,O=C1CCCCCCCCCCC1,4.1,
5504,4496,CCNC(=O)NS(=O)(=O)c1ccccc1,0.9,
5505,8459,Cc1cc(Cl)c(Cl)cc1Cc1c(Cl)cccc1Cl,7.15,
5506,347,C=CCC1(C(C)CC)C(=O)NC(=O)NC1=O,1.47,-2.016
5507,6350,CNCC(CC(C)C)c1ccccc1,3.76,
5508,5826,CN(C)c1cccc([N+](=O)[O-])c1,2.16,
5509,2318,CC12CCC(=O)C=C1CCC1C2C2CC3(C(O)O2)C(C(=O)CO)CCC13,1.08,
5510,9522,Clc1ccc(-c2ccccc2Cl)c(Cl)c1,5.76,
5511,203,C1CCCC1,3.0,-2.64
5512,12128,O=C1C=NC(c2ccccc2C(F)(F)F)c2ccccc2N1,2.47,
5513,11493,O=C(NN=Cc1ccco1)Nc1ccccc1,2.52,
5514,11306,O=C(CNC(=O)c1ccccc1)Oc1cccc(Cl)c1,3.21,
5515,3071,CCCC(=O)NC(=O)C1CCC1,0.41,
5516,12366,O=NN(CCCl)C(=O)NC1C(O)OC(CO)C(O)C1O,-1.02,
5517,9304,ClC1=C(Cl)C2(Cl)C(Cl)(Cl)C3CC(Cl)C1C3C2(Cl)Cl,6.09,
5518,8780,Cc1ccc(S(I)=C(N(C)C)N(C)C)cc1Cl,0.45,
5519,10504,NC(=O)NCc1ccccc1,0.73,-0.95
5520,801,CC(=O)NCCC(=O)N(C)c1ccc(S(=O)(=O)N(C)C)cc1,-0.35,
5521,9714,Clc1ccncn1,0.47,
5522,9225,Cc1nnc(C=NO)s1,0.78,
5523,6127,CNC(=O)N(C)C(=O)Nc1cc(C(C)(C)C)ccc1F,3.96,
5524,8303,Cc1c(NC(=O)C(C)N(C)C)c(=O)n(-c2ccccc2)n1C,-0.05,
5525,610,CC(=O)CC(C)C,1.31,-0.74
5526,6798,COC12C(=COC(N)=O)c3c(O)c(N=c4[nH]cc(C)s4)c(C)c(O)c3N1CC1NC12,1.16,
5527,6789,COC1(NC(=O)C(C(=O)O)c2ccc(O)cc2)C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)COC21,-0.58,
5528,3267,CCCCCC(=O)NC1(CCC)CCCC1,4.28,
5529,2187,CC1(C(=O)O)CCC2(C)CCC3(C)C(=C2C1)CC(=O)C1C2(C)CCC(OC4OC(C(=O)O)C(O)C(O)C4OC4OC(C(=O)O)C(O)C(O)C4O)C(C)(C)C2CCC13C,2.8,
5530,12162,O=C1CC(c2ccc(O)c(O)c2)Oc2cc(O)cc(O)c21,2.02,-3.62
5531,392,C=CCN1CCC(CNC(=O)c2cc3[nH]nnc3cc2OC)C1,0.95,
5532,8821,Cc1ccc2c(ccc3ccccc32)c1,5.15,-5.84
5533,10870,NS(=O)(=O)c1cc2c(cc1Br)N=CNS2(=O)=O,0.0,
5534,5018,CCOP(=S)(OCC)Oc1ccc(SC)cc1C,4.16,
5535,2850,CCC(C)NC(=O)C=C(Br)c1ccccc1,3.56,
5536,2191,CC1(C)C(=O)NC(=O)NC1=O,-0.44,-1.742
5537,1036,CC(=O)OC1CC(OC2C(O)CC(OC3CCC4(C)C(CCC5C4CC(O)C4(C)C(c6coc(O)c6)CCC54O)C3)OC2C)OC(C)C1OC1CC(O)C(O)C(C)O1,2.0,
5538,4436,CCN1CCCCCC1=O,0.65,
5539,3859,CCCCS(=O)c1sc(C#N)cc1C#N,2.64,
5540,9266,Cc1onc(-c2c(Cl)cccc2Cl)c1C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O,2.91,
5541,5616,CN(C)C(=O)c1cccs1,0.75,
5542,978,CC(=O)Nc1cccc(O)c1,0.73,
5543,913,CC(=O)Nc1ccc(C)cc1[N+](=O)[O-],1.49,
5544,11121,Nc1ccc(S(=O)(=O)c2ccc([N+](=O)[O-])cc2[N+](=O)[O-])cc1,1.84,
5545,5470,CCn1cc(C2C3=C(CC(C)(C)CC3=O)N(c3ccc(C)cc3)C3=C2C(=O)CC(C)(C)C3)c(C)n1,5.35,
5546,12491,O=S1(=O)N=C(C(F)(F)F)Nc2cc(Cl)ccc21,1.65,
5547,7400,COc1ccc(C(=O)N(C)C)cc1,0.96,
5548,5919,CN(Cc1cnc2[nH]c(=N)[nH]c(=N)c2n1)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1,-1.85,
5549,708,CC(=O)NC(C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O)c1ccccc1,0.9,
5550,11293,O=C(CN1CCCCC1)Nc1cccc(F)c1,2.85,
5551,13613,c1ccc(Sc2ccccc2)cc1,4.45,
5552,7895,COc1ccccc1NC(=O)NN,-0.15,
5553,2004,CC(C)c1cccc(-c2ccccc2)c1,5.33,
5554,6799,COC12C(=COC(N)=O)c3c(O)c(N=c4[nH]ccs4)c(C)c(O)c3N1CC1NC12,0.62,
5555,12161,O=C1CC(c2ccc(C(F)(F)F)cc2)Cc2c1c(=O)c1cc(Cl)ccc1n2O,3.46,
5556,7502,COc1ccc(CNC(=O)C2CCCC2)cc1,2.6,
5557,10083,N#Cc1[nH]n(-c2c(Cl)cc(C(F)(F)F)cc2Cl)c(=N)c1S(=O)C(F)(F)F,4.0,
5558,9223,Cc1nnc(C(C)(C)C)c(=O)n1N,1.03,
5559,13690,c1ccc2c(c1)nnc1ccccc12,2.4,
5560,127,C#CCOc1c(Cl)cc(N=CNOc2ccc(C)cc2)cc1Cl,4.8,
5561,13297,Oc1cc(O)c2ccccc2c1,1.97,
5562,13298,Oc1cc(O)cc(O)c1,0.16,
5563,11113,Nc1ccc(S(=O)(=O)c2ccc(Cl)cc2Cl)cc1,3.12,
5564,3247,CCCCC/C=C/C/C=C/CCCCCCCC(=O)OC,6.82,
5565,13851,CCC#CCC,,-1.99
5566,10298,N=c1[nH]cnc2c1nc(F)n2C1CCC(CO)O1,-0.03,
5567,11674,O=C(O)CCCCCc1ccccc1,3.27,
5568,3864,CCCCSC1OC(CO)C(O)C(O)C1O,-0.54,
5569,12102,O=C1C=CC(=O)N1,-0.29,
5570,7327,COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1C(N)CC2,1.1,
5571,10458,NC(=O)CCOc1ccccc1,0.8,
5572,10502,NC(=O)NCCCn1nc(-c2ccccc2)ccc1=O,0.69,
5573,5965,CN1C(=O)CN=C(c2ccccc2)c2cc(C#N)ccc21,1.8,
5574,5385,CCc1ccccc1NC(=O)[C@]12CC[C@](C)(C(=O)O1)C2(C)C,3.31,
5575,8147,CSc1cnc2ccccc2n1,2.79,
5576,13894,CCCCCCCC(=O)OCC,,-3.39
5577,12085,O=C1C2(Cl)C3(Cl)C4(Cl)C(Cl)(Cl)C5(Cl)C3(Cl)C1(Cl)C5(Cl)C24Cl,5.41,-5.259
5578,13849,CC=CC=O,,0.32
5579,6515,COC(=O)C1CCN1CC(O)Cn1ccnc1,-0.29,
5580,775,CC(=O)NC(Cc1ccc(O)cc1)C(=O)NC(C(N)=O)C(C)C,-0.2,
5581,3090,CCCC(=O)OCC(=O)Nc1ccc(F)cc1Cl,3.02,
5582,5934,CN(N=O)C1CCCCC1,1.43,
5583,3823,CCCCOP(C)(=O)OCCCC,3.26,
5584,7397,COc1ccc(C(=O)CSc2nnc(-c3ccccc3)o2)cc1,4.15,
5585,5585,CN(C)C(=O)OCc1cccc([N+](=O)[O-])c1,1.98,
5586,8934,Cc1cccc(NC2=NCCN2)c1Cl,1.83,
5587,12870,O=c1[nH]c2c(O)ccc(CCNCCS(=O)(=O)CCCOCCc3ccc(Br)cc3)c2s1,3.36,
5588,13354,Oc1ccc(Sc2ccc(O)cc2)cc1,3.34,
5589,5079,CCOc1cc([C@H]2[C@@H]3CN(C(=O)OC(C)(C)C)CC=C3C(C#N)C(=N)C2(C#N)C#N)ccc1OC(C)C,5.83,
5590,6525,COC(=O)CC#N,-0.47,
5591,12376,O=NN(CCCl)C(=O)NC1CCCCC1O,1.34,
5592,3697,CCCCN(CCCC)CCS(=O)(=O)c1cc(OC)c(OC)c(OC)c1,3.55,
5593,9649,Clc1ccc2ccccc2n1,2.71,
5594,7950,COc1cncc(C)n1,1.29,
5595,7822,COc1cccc2c(O)c3c(O)c4c(c(O)c3c(O)c12)=C(OC1CC(N2CCOCC2)C(O)C(C)O1)CC(O)(C(C)=O)C=4,2.31,
5596,10329,N=c1c(Cl)c(Cl)[nH]c(C(=O)O)c1Cl,0.3,
5597,1398,CC(C)(C)C1=CC(=O)C=C(C(C)(C)C)C1=O,4.42,
5598,9350,ClCC1(CCl)C2C(Cl)C(Cl)(Cl)C1(C(Cl)Cl)CC2(Cl)Cl,6.26,
5599,12943,O=c1cc(-c2ccccc2)oc2cc(O)cc(O)c12,3.52,
5600,3887,CCCCc1ccc(CCC[N+](C)(C)CCCCS(=O)(=O)[O-])cc1,0.3,
5601,4487,CCNC(=O)COC(=O)c1ccccc1OC(C)=O,0.9,
5602,8619,Cc1ccc(C)c(OCCCC(C)(C)C(=O)O)c1,2.8,
5603,2131,CC(NC(CCc1ccccc1)C(=O)O)C(=O)N1C(C(=O)O)CC2CCCC21,0.22,
5604,13633,c1ccc2c(c1)Cc1ccccc1-2,4.18,-5.0
5605,11638,O=C(O)CC(=O)O,-0.81,
5606,7778,COc1cccc(NC=O)c1,1.25,
5607,7954,COc1cnccn1,0.73,
5608,13049,OC(O)C(Cl)(Cl)Cl,0.99,
5609,6632,COC(=O)c1[nH]c(=NCC(=O)CO)cnc1[NH+]([O-])O,-0.1,
5610,10856,NS(=O)(=O)Cc1ccccc1,0.13,
5611,2556,CC1OC(OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CCC5(C)C(C7COC(=O)C7)CCC65O)C4)OC3C)OC2C)CC(O)C1O,2.9,
5612,6494,COC(=O)C12OCC34C(CC5C(C)C(=O)C(=O)CC5(C)C3C(O)C1O)OC(=O)C(OC(=O)C=C(C)C(C)C)C24,1.66,
5613,9858,Cn1nnnc1SC=C1CSC2C(NC(=O)C(O)c3ccccc3)C(=O)N2C1C(=O)O,0.5,
5614,12722,O=[N+]([O-])c1ccccc1,1.85,-1.8
5615,4432,CCN1CCCC1CNC(=O)c1cc(S(=O)(=O)CC)c(N)cc1OC,1.1,
5616,3605,CCCCCN=c1[nH]c(SC(F)F)nc(=NC(C)C)[nH]1,5.2,
5617,6218,CNC(=O)Oc1cc(C)ccc1C,2.03,
5618,147,C#CCOc1ccccc1OCC(O)CNC(C)(C)C,2.32,
5619,13812,CC(C)(C)CCO,,-0.5
5620,12122,O=C1C=NC(c2ccccc2)c2cc([N+](=O)[O-])ccc2N1,2.25,-3.796
5621,5013,CCOP(=S)(OCC)Oc1ccc(N)cc1,2.6,
5622,3446,CCCCCCCCCCCc1ccccc1O,7.17,
5623,12960,O=c1cc[nH]c2ccccc12,0.58,
5624,2963,CCC1(CC(C)C)C(=O)NC(=O)NC1=O,1.69,
5625,2479,CC1CCC(C)N1C(=O)Nc1ccccc1,2.33,
5626,8440,Cc1cc(C)n2nc(SCC(=O)NCCNC(=O)CSc3nc4nc(C)cc(C)n4n3)nc2n1,0.82,
5627,9242,Cc1no[n+]([O-])c1S(=O)(=O)c1ccccc1,2.26,
5628,12388,O=NN(CCF)C(=O)NC1CCC(NC(=O)N(CCF)N=O)CC1,1.34,
5629,3041,CCC=CCC=CCC=CCCCCCCCC(=O)OC,6.29,
5630,5584,CN(C)C(=O)OCc1cccc(Oc2ccccc2)c1,3.55,
5631,1237,CC(=O)c1ccc[nH]1,0.93,
5632,4537,CCNNC(=O)COc1ccc(Cl)cc1,1.73,
5633,12039,O=C(c1ccccc1)N1CCCCC(Sc2nnc3ccccn23)C1=O,3.14,
5634,9482,Clc1cc2c(oc3c(Cl)cccc32)c(Cl)c1Cl,6.11,
5635,11978,O=C(OCCOCCO)c1ccccc1,1.16,
5636,11075,Nc1ccc(N=Nc2ccccc2)cc1,3.41,
5637,6105,CNC(=O)C1C(C)CC2C3CC=C4CC(=O)C=CC4(C)C3(F)C(O)CC21C,1.54,
5638,2202,CC1(C)C2CC=C(CO)C1C2,3.22,
5639,12867,O=c1[nH]c2c(O)ccc(CCNCCS(=O)(=O)CCCOCCNc3ccccc3)c2s1,1.98,
5640,6141,CNC(=O)N(C)c1ccccc1,1.02,
5641,255,C=C(C)C1CC=C(CO)CC1,3.17,
5642,6698,COC(=O)c1ccc(S(N)(=O)=O)cc1,0.64,
5643,12125,O=C1C=NC(c2ccccc2Br)c2cc(Br)ccc2N1,3.3,
5644,3610,CCCCCNC(=O)NN,-0.04,
5645,6930,COCCOc1ccccc1,1.73,
5646,3200,CCCCC(=O)OCCOCn1cnc2c(=O)[nH]c(=N)[nH]c21,0.37,
5647,13351,Oc1ccc(O)n1-c1ccccc1F,0.22,
5648,6841,COC1CC(OC2CCC3(C)C2CCC2C3CCC3(C)C(c4coc(O)c4)CCC23O)OC(C)C1O,2.37,
5649,10429,NC(=O)C1CSC(c2oc(CO)c(O)c2O)N1,-1.73,
5650,13466,[NH3+]C(Cc1ccc(O)cc1)C(=O)NCC(=O)NC(Cc1ccccc1)C(=O)[O-],-1.86,
5651,13574,c1ccc(CSc2c[nH]nn2)cc1,2.65,
5652,12774,O=[N+]([O-])c1nccn1COC(CO)C(O)CO,-1.47,
5653,235,C=C(C)C(=O)OC1Cc2cc(oc2O)CC2(C)OC2C2OC(=O)C(=C)C12,0.69,
5654,8248,Cc1[nH]n(-c2ccccc2)c(=Nc2ccc(C(F)(F)F)cc2)c1[N+](=O)[O-],3.89,
5655,11586,O=C(O)C(Cc1ccc(F)cc1)n1cccc1,2.04,
5656,13956,COc1cnc2cncnc2n1,,-0.91
5657,12550,O=[N+]([O-])N1CN([N+](=O)[O-])CN([N+](=O)[O-])C1,0.87,
5658,9754,Cn1c(=O)c2[nH]c(Cl)nc2n(C)c1=O,-0.85,
5659,11359,O=C(Cc1ccccc1)Nc1cccc(C(F)(F)F)c1,3.84,
5660,7280,COc1cc(OC)[nH]c(=NC(=O)NS(=O)(=O)c2ncccc2C(=O)N(C)C)n1,0.01,
5661,4672,CCOC(=O)C1=C(C)N=c2s/c(=C\c3ccc(OC(C)=O)cc3)c(=O)n2C1c1cccs1,4.77,
5662,3565,CCCCCCOc1ccc(NC(=O)OCCN2CCCCC2)cc1,5.41,
5663,7371,COc1ccc(-c2nnc(SCc3cc(=O)oc4ccc5ccccc5c34)n2N)cc1,4.24,
5664,7927,COc1cccnc1,0.99,
5665,6059,CN=C(NC#N)Nc1cccc(-c2csc(=NC(=N)N)[nH]2)c1,1.6,
5666,8714,Cc1ccc(NC(=O)c2ccc(S(=O)(=O)N3CCOCC3)cc2)c(C(=O)c2ccccc2)c1,4.54,
5667,1493,CC(C)(C)[N+]([O-])=NC#N,1.4,
5668,1219,CC(=O)c1ccc(NS(=O)(=O)C(F)(F)F)cc1,2.83,
5669,10922,NS(=O)(=O)c1ccc(S(=O)(=O)CCCO)c(F)c1,-0.41,
5670,4924,CCOC1OC2OC3(C)CCC4C(COC5OC(C(=O)O)C(O)C(O)C5O)CCC(C1C)C24OO3,1.05,
5671,4936,CCOCCN(CCOCC)N=O,0.79,
5672,9903,FC(F)OC(F)(F)C(F)Cl,2.1,
5673,6880,COCC(O)Cn1cc([N+](=O)[O-])nn1,-0.36,
5674,7537,COc1ccc(N(C)C)cc1,1.42,
5675,5463,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)cc21,-1.03,
5676,13035,OC(CNCCc1ccncc1)COc1ccc(-c2nc(-c3cccs3)c[nH]2)cc1,2.25,
5677,7937,COc1ccnnc1,-0.31,
5678,7138,COc1cc(=NS(=O)(=O)c2ccc(N)cc2)[nH]cn1,0.7,
5679,5075,CCOc1cc(Cc2c[nH]c(=N)[nH]c2=N)cc(OCC)c1N,1.69,
5680,8184,C[C@@H]1CCC2[C@](C)(CC[C@@H]3OC(C)(C)OC[C@@]23C)[C@@]12CCC1(COC(=O)C1)O2,4.24,
5681,2117,CC(N)Cc1ccccc1,1.76,
5682,128,C#CCOc1c(Cl)cc(N=CNOc2ccccc2)cc1Cl,4.4,
5683,1286,CC(=O)c1sc(S(C)=O)c(-c2ccc(Cl)cc2)c1C,3.82,
5684,10049,N#CCc1cccs1,1.26,
5685,10397,N=c1nc(-c2ccccc2[N+](=O)[O-])[nH]c(=N)[nH]1,0.49,
5686,11043,Nc1ccc(C(=O)Oc2cccc(F)c2)c(O)c1,3.42,
5687,6330,CNC12CCC(CN)CC1Cc1ccccc12,1.84,
5688,10629,NC(=S)NNCc1ccc2c(c1)OCO2,0.14,
5689,3853,CCCCOc1ccccc1NC(=O)OCCN1CCOCC1,3.25,
5690,8495,Cc1cc(O)ccc1[N+](=O)[O-],2.48,
5691,9121,Cc1cnnc2ccc(Cl)cc12,1.96,
5692,8218,Cc1[nH]c(=N)sc1C(=O)CCN(C)C,1.47,
5693,5022,CCOP(=S)(OCC)Oc1cccc(F)n1,3.51,
5694,7140,COc1cc(Br)ccc1NC(C)=O,2.02,
5695,5837,CN(C)c1cnc(Cl)cn1,1.7,
5696,3338,CCCCCCCC#N,2.75,
5697,12466,O=S(=O)(Nc1ccccc1)c1ccccc1,2.58,
5698,5838,CN(C)c1cncc(C#N)n1,1.12,
5699,2789,CCC(C)C(NC(=O)C(Cc1ccccc1)NC(=O)C(CCSC)NC(=O)C(N)C(C)C)C(=O)O,-0.63,
5700,5149,CCOc1cccc(O)c1,1.98,
5701,6804,COC12CCC3(CC1C(C)(O)C(C)(C)C)C1Cc4ccc(O)c5c4C3(CCN1CC1CC1)C2O5,4.98,
5702,10212,N=C1NCC(CN2CCN(c3ccc(F)cc3)CC2)O1,1.0,
5703,3875,CCCCc1c(C)nc(=NCC)[nH]c1OS(=O)(=O)N(C)C,2.7,-4.16
5704,8955,Cc1cccc([N+](=O)[O-])c1C,2.83,
5705,12410,O=NN1CCN(N=O)CC1,-0.85,
5706,317,C=CC(=O)OCCOC,0.56,
5707,3653,CCCCCc1cc(OC)c2c(c1)OC(C)(C)C1CC=C(C)CC21,8.06,
5708,12527,O=[N+]([O-])C=Cc1cccc(Cl)c1,2.57,
5709,1703,CC(C)CC(N)C(=O)NC(Cc1ccc(O)cc1)C(=O)O,-1.94,
5710,8914,Cc1cccc(Cl)c1Cl,3.96,
5711,5656,CN(C)C(N(C)C)=S(I)c1ccccc1,-0.68,
5712,7370,COc1ccc(-c2nnc(SCC(=O)c3c(N)n(C)c(=O)n(C)c3=O)n2-c2cccc(C(F)(F)F)c2)cc1,4.89,
5713,5529,CN(C)C(=O)N=c1cc(C(C)(C)C)o[nH]1,1.98,
5714,706,CC(=O)NC(C(=O)NC(CCC(N)=O)C(N)=O)C(C)C,-1.82,
5715,9922,Fc1ccc(C2=CCNCC2)cc1,2.37,
5716,1302,CC(C(=O)NCCO)n1ccnc1[N+](=O)[O-],-1.16,
5717,5535,CN(C)C(=O)Nc1cc(Cl)cc(Cl)c1,3.07,
5718,8345,Cc1cc(-c2ccc(N)c(C)c2)ccc1N,2.34,
5719,7259,COc1cc(Cl)c(Cl)cc1Cl,3.85,
5720,9880,FC(F)(F)Cl,1.65,
5721,10673,NC(Cc1ccc(O)c(O)c1)C(=O)OCCOc1ccccc1,1.51,
5722,8687,Cc1ccc(N(C)C)cc1,2.81,
5723,7938,COc1ccsc1CN(C(=O)CCl)c1c(C)cccc1C,3.53,
5724,13142,OCC1OC(n2cnc3c2N=CNCC3O)CC1O,-2.09,
5725,11614,O=C(O)C1CCNCC1,-3.05,
5726,10944,NS(=O)(=O)c1ccc([N+](=O)[O-])cc1,0.64,
5727,6325,CNC(N)=O,-1.4,
5728,4344,CCN(CC)Cc1cccc(C(=O)Nc2c(C)cccc2C)c1,3.09,
5729,258,C=C(C)C1CCC(C)C(O)C1,3.21,
5730,12773,O=[N+]([O-])c1nccn1CCS(=O)(=O)c1ccccc1,0.52,
5731,2981,CCC1(c2ccccc2)C(=O)N=C(OC(C)C)NC1=O,1.79,
5732,12659,O=[N+]([O-])c1ccc(O)cc1O,1.05,
5733,11381,O=C(Cn1cc(C(=O)C(F)(F)F)c2cc(Br)ccc21)N1CCCCCC1,4.62,
5734,9600,Clc1ccc(Oc2cc(Cl)c(Cl)cc2Cl)cc1,5.99,
5735,4885,CCOC(=O)c1cnc2n(c1=O)CCCC2,0.15,
5736,9810,Cn1cc[nH]c1=S,-0.34,
5737,2279,CC1(NC(=O)Nc2ccccc2)CCCCC1,3.6,
5738,10890,NS(=O)(=O)c1cc2c(cc1[N+](=O)[O-])NCNS2(=O)=O,0.2,
5739,3993,CCCN=c1[nH]c(SC(F)F)nc(=NC)[nH]1,3.28,
5740,9919,Fc1ccc(Br)cc1,3.08,
5741,456,C=CCn1c(=O)c(N(C)C)c(C)n(-c2ccccc2)c1=O,1.98,
5742,10369,N=c1nc(-c2cc(Br)ccc2Br)[nH]c(=N)[nH]1,2.09,
5743,5754,CN(C)N=Nc1cccc(C(F)(F)F)c1,3.78,
5744,7189,COc1cc(C=O)ccc1O,1.21,
5745,10355,N=c1ccn(C2CSC(CO)O2)c(=O)[nH]1,-0.93,
5746,8729,Cc1ccc(O)c(C)c1,2.3,-1.19
5747,1889,CC(C)NCc1ccccc1,1.83,
5748,435,C=CCOc1ccccc1C(=C)n1ccnc1,2.79,
5749,10061,N#CN=[N+]([O-])c1ccc(Cl)cc1,2.33,
5750,11409,O=C(NC(=O)c1c(F)cccc1F)Nc1cc(Cl)c(OC(F)(F)C(F)F)c(Cl)c1,5.68,
5751,3019,CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(O)CC(C)C(=O)C(C)C(O)C1(C)O,2.54,
5752,8394,Cc1cc(C(=O)Nc2ccc(-c3ccccc3S(N)(=O)=O)cc2)n(-c2ccc3o[nH]c(=N)c3c2)n1,2.3,
5753,4108,CCCOc1ccccc1,3.18,
5754,11197,Nc1ccccc1O,0.62,-0.72
5755,3829,CCCCOc1ccc(/C=C/C(=O)NC(C)C)cc1,4.45,
5756,11038,Nc1ccc(C(=O)Oc2ccc(Cl)cc2Cl)c(O)c1,4.27,
5757,5259,CC[N+](C)(C)[N-]C(=O)C(O)(c1ccccc1)c1ccccc1,0.87,
5758,5381,CCc1ccccc1C(N)=O,1.17,
5759,7209,COc1cc(CCN)cc(OC)c1OCc1ccccc1,2.4,
5760,5031,CCOP(=S)(OCC)SCCSCC,4.02,-4.23
5761,6332,CNC12CCCCC1CC(O)c1ccccc12,1.84,
5762,1003,CC(=O)Nc1ccccc1O,0.72,
5763,3186,CCCCC(=O)OC,1.96,-1.34
5764,659,CC(=O)N=C1C=CC2=CC=CC=CC21,2.48,
5765,6662,COC(=O)c1cc(Oc2ccc(Cl)cc2Cl)ccc1[N+](=O)[O-],4.48,
5766,9499,Clc1ccc(-c2cc(Cl)c(Cl)c(Cl)c2Cl)cc1Cl,7.6,-7.82
5767,1054,CC(=O)OC=C1CSC2C(NC(=O)CSc3ccncc3)C(=O)N2C1C(=O)OCOC(=O)C(C)(C)C,1.63,
5768,12979,O=c1ccn(C2CCC(CO)O2)c(=O)[nH]1,-1.0,
5769,9270,Cc1onc(-c2ccccc2Cl)c1C(=O)NC1C(=O)N2C1S(=O)C(C)(C)C2C(=O)O,2.0,
5770,12409,O=NN1CCCN(N=O)CC1,-0.51,
5771,2610,CC=NN(C(=O)c1ccc(C)cc1)c1ccccc1,3.6,
5772,4360,CCN(CC)c1c(C)n(-c2ccccc2)c(=O)n(C)c1=O,2.19,
5773,11598,O=C(O)C(c1ccc(-c2ccccc2)cc1)C(O)c1ccccc1F,3.77,
