,smiles,pH,logD
2479,COc1cc2c(N3CCN(C(=O)Nc4ccc(OC(C)C)cc4)CC3)ncnc2cc1OCCCN1CCCCC1,7.4,2.6
2480,COc1cc2c(N=c3ncc(NC(=O)c4ccccc4)c[nH]3)ncnc2cc1OCCCN1CCOCC1,7.4,2.32
2481,COc1cc2c(c(OC)c1OC)-c1ccc(O)cc1[C@@H](NC(C)=O)CC2,7.4,1.81
2482,COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1C(NC(C)=O)CC2,7.4,1.12
2483,COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1[C@@H](NC(C)=O)CC2,7.4,0.86
2484,COc1cc2c(cc1-c1c(C)noc1C)ncc1[nH]c(=O)n([C@H](C)c3ccccn3)c12,7.4,3.15
2485,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2,7.4,2.41
2486,COc1cc2c(cc1OC)[C@@H]1C[C@H](N)[C@@H](c3cccc(C)c3)CN1CC2,7.4,1.3
2487,COc1cc2c(ccc(=O)n2CCN2CCC(NCc3cc4c(cn3)OCCO4)CC2)cn1,7.4,0.68
2488,COc1cc2cc(-c3ccc(O)cc3O)nc(C)c2cc1OC,7.4,3.9
2489,COc1cc2ncn(-c3cc(OCc4ccccc4C(F)(F)F)c(C(=O)O)s3)c2cc1OC,7.4,0.84
2490,COc1cc2ncnc(N3CC[C@@H](Oc4cnc5ccccc5n4)C3)c2cc1OC,7.4,4.04
2491,COc1cc2ncnc(Oc3cnn(CC(=O)N=c4ccc(N(C)C)c[nH]4)c3)c2cc1OC,7.4,2.36
2492,COc1cc[nH]c(=NC2CCN(C(=O)c3ccc(C#N)cc3)CC2)c1,7.4,1.73
2493,COc1cc[nH]c(=NC2CCN(C(=O)c3ccc(Cl)cc3)CC2)c1,7.4,2.82
2494,COc1cc[nH]c(=NC2CCN(C(=O)c3ccccc3)CC2)c1,7.4,2.06
2495,COc1ccc(-c2[nH]c(=N)s[n+]2-c2ccccc2)cc1,7.4,2.19
2496,COc1ccc(-c2[nH]c(N3CCOCC3)nc(=O)c2C#N)cc1,7.4,0.2
2497,COc1ccc(-c2c(-c3ccc(O)cc3O)n[nH]c2C)cc1,7.4,3.37
2498,COc1ccc(-c2c(C)c3ccc(OC)cc3oc2=O)cc1,7.4,3.31
2499,COc1ccc(-c2c(F)ccc3c(=N)c(C(=O)NC4CC4)n[nH]c23)c(OC)n1,7.4,3.37
2500,COc1ccc(-c2cc(=N)n3[nH]cc(C#N)c3n2)cc1,7.4,2.42
2501,COc1ccc(-c2cc(=NC(=O)Cc3ccc4ccccc4c3)[nH][nH]2)cc1OC,7.4,3.1
2502,COc1ccc(-c2cc(=Nc3ccn(C)n3)n3[nH]cc(C#N)c3n2)cc1,7.4,2.97
2503,COc1ccc(-c2cc(=O)[nH]c(=N)[nH]2)cc1,7.4,1.52
2504,COc1ccc(-c2cc(=O)c3cc(Cl)ccc3[nH]2)cc1,7.4,2.7
2505,COc1ccc(-c2cc(=O)c3ccccc3[nH]2)cc1,7.4,2.71
2506,COc1ccc(-c2cc(C(F)(F)F)ccc2OCC(=O)O)cc1,7.4,0.29
2507,COc1ccc(-c2cc(C(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1F,7.4,2.8
2508,COc1ccc(-c2cc3c(=N[C@H]4CCCNC4)[nH]cc(C(N)=O)c3s2)cc1,7.4,1.82
2509,COc1ccc(-c2cc3c(C)[nH]c(=N)nc3n([C@H]3CC[C@H](OCCO)CC3)c2=O)cn1,7.4,2.2
2510,COc1ccc(-c2cc[nH]c(=N)n2)cc1,7.4,2.08
2511,COc1ccc(-c2ccc3[nH]c(=N)sc3c2)cn1,7.4,3.2
2512,COc1ccc(-c2ccc3c(N4CCOCC4)nc(N4C[C@H](C)O[C@H](C)C4)nc3n2)cc1CNCCO,7.4,1.31
2513,COc1ccc(-c2ccc3c(N4CCOCC4)nc(N4C[C@H](C)O[C@H](C)C4)nc3n2)cc1CO,7.4,3.25
2514,COc1ccc(-c2ccc3c(N4CCOC[C@@H]4C)nc(-n4ccnc4)nc3n2)cc1CO,7.4,2.6
2515,COc1ccc(-c2ccc3c(N4CCOC[C@@H]4C)nc(N4CCOC[C@@H]4C)nc3n2)cc1C(N)=O,7.4,2.82
2516,COc1ccc(-c2cccc3c(=N)c4c(O)n(C5CCC5)cc4[nH]c23)c(C)n1,7.4,3.92
2517,COc1ccc(-c2ccccc2)cc1N1CC(=O)NS1(=O)=O,7.4,-1.01
2518,COc1ccc(-c2cncc(CNC3CCCC3)n2)c(OC)c1,7.4,2.14
2519,COc1ccc(-c2coc3cc(O)cc(O)c3c2=O)cc1,7.4,3.5
2520,COc1ccc(-c2coc3cc(O)cc(O)c3c2=O)cc1OC,7.4,2.8
2521,COc1ccc(-c2coc3cc(O)ccc3c2=O)cc1,7.4,3.05
2522,COc1ccc(-c2coc3cc(OC)cc(OC)c3c2=O)cc1,7.4,3.05
2523,COc1ccc(-c2csc(=NC(=O)c3c(C)noc3C)[nH]2)cc1OC,7.4,3.16
2524,COc1ccc(-c2csc(N(CCCN3CCOCC3)C(=O)c3ccco3)n2)cc1,7.4,3.34
2525,COc1ccc(-c2nc3[nH]cc(Br)c(=NCC4CCNCC4)c3[nH]2)cc1,7.4,1.36
2526,COc1ccc(-c2nc3[nH]cc(Br)c(=NCCCNC(=O)C4(CN)CC4)c3[nH]2)cc1,7.4,1.9
2527,COc1ccc(-c2nc3[nH]cc(Br)c(=NCCCNC(=O)C4CC4)c3[nH]2)cc1,7.4,1.71
2528,COc1ccc(-c2nc3[nH]cc(Br)c(=NCCCNC(=O)c4ccccc4)c3[nH]2)cc1,7.4,0.25
2529,COc1ccc(-c2nc3[nH]cc(Br)c(=NCCCNC(C)=O)c3[nH]2)cc1,7.4,3.28
2530,COc1ccc(-c2nc3[nH]cc(C(N)=O)c(=NCCCNC(=O)C4CCCC4)c3[nH]2)cc1,7.4,3.13
2531,COc1ccc(-c2nc3c(OCC4CCNCC4)c(Br)cnc3[nH]2)cc1,7.4,1.55
2532,COc1ccc(-c2nc3n(c2Br)CCC3)cc1,7.4,3.3
2533,COc1ccc(-c2nsc(SCC(=O)N3CCCC3)n2)cc1,7.4,4.97
2534,COc1ccc(-n2cnc3cc(NS(=O)(=O)c4ccccc4)ccc32)cc1,7.4,3.7
2535,COc1ccc(-n2sc3ccccc3c2=O)cc1,7.4,3.02
2536,COc1ccc(/C=C2/CCc3ccccc3C2=O)cc1CN1CCOCC1,7.4,3.8
2537,COc1ccc(/C=C2\SC(=S)NC2=O)cc1OC,7.4,1.42
2538,COc1ccc(C(=NO)NC2CCCCC2)cc1,7.4,3.82
2539,COc1ccc(C(=NO)Nc2ccc(F)cc2)cc1,7.4,3.02
2540,COc1ccc(C(=NO)Nc2cccc(C#N)c2)cc1,7.4,2.41
2541,COc1ccc(C(=NO)Nc2cccc(C(F)(F)F)c2)cc1,7.4,3.67
2542,COc1ccc(C(=NO)Nc2cccc(F)c2)cc1,7.4,3.09
2543,COc1ccc(C(=NO)Nc2ccccc2)cc1,7.4,3.1
2544,COc1ccc(C(=O)C2CCN(C(=O)c3ccc(F)cc3)CC2)cc1,7.4,2.92
2545,COc1ccc(C(=O)C2CCN(C(=O)c3ccco3)CC2)cc1,7.4,2.42
2546,COc1ccc(C(=O)CS(=O)(=O)c2ccccc2)cc1,7.4,1.96
2547,COc1ccc(C(=O)N2CCC(C(=O)c3ccc(F)cc3)CC2)cc1,7.4,2.92
2548,COc1ccc(C(=O)N2CCCC2=O)cc1,7.4,0.93
2549,COc1ccc(C(=O)N=c2c(Cl)c[nH]cc2Cl)c2cccnc12,7.4,2.09
2550,COc1ccc(C(=O)N=c2cccc(NC(=O)c3ccc(OC)c(OC)c3)[nH]2)cc1OC,7.4,3.5
2551,COc1ccc(C(=O)NCCN2CCN(Cc3ccc(Cl)c(Cl)c3)CC2)cc1Cl,7.4,3.74
2552,COc1ccc(C(=O)NCc2cccnc2)cc1C(=O)NCc1cccnc1,7.4,1.23
2553,COc1ccc(C(=O)NCc2cn(-c3cc(C)nc4ccc(OC)cc34)nn2)cc1,7.4,3.5
2554,COc1ccc(C(=O)Nc2cc(NC(=O)c3cccc(N(C)C)c3)ccc2Br)cc1OC,7.4,3.49
2555,COc1ccc(C(=O)Nc2cc(NC(=O)c3cccc(N(C)C)c3)ccc2C)cc1,7.4,3.17
2556,COc1ccc(C(=O)Nc2cc(NC(=O)c3cccc(N(C)C)c3)ccc2C)cc1OC,7.4,3.12
2557,COc1ccc(C(=O)Nc2cccc(NC(=O)c3cccc(N(C)C)c3)c2)cc1OC,7.4,3.67
2558,COc1ccc(C(=O)Oc2cc(O)n(C)c2)cc1,7.4,2.72
2559,COc1ccc(C(=O)c2cc(C(=O)c3ccc(OC)cc3)n(CC(=O)O)c2)cc1,7.4,0.39
2560,COc1ccc(C(=O)c2cc(C(=O)c3ccccc3)n(CC(=O)O)c2)cc1,7.4,-0.02500000000000001
2561,COc1ccc(C(=O)c2cccn2CC(=O)O)cc1,7.4,-1.0425
2562,COc1ccc(C(=O)c2ccn(CC(=O)O)c2)cc1,7.4,-1.185
2563,COc1ccc(C(C)NC(=O)C2(N)CCN(c3ncnc4[nH]ccc34)CC2)cc1OC,7.4,1.8
2564,COc1ccc(C(CN(C)C)C2(O)CCCCC2)cc1,7.4,0.9333333333333332
2565,COc1ccc(C(CN2CCCC2)N(C)C(=O)Cc2ccc(Cl)c(Cl)c2)c(OC)c1,7.4,3.07
2566,COc1ccc(C(CNC(=O)Nc2ccccc2)N2CCN(C)CC2)cc1,7.4,1.5
2567,COc1ccc(C(CNC2CCCCC2)=NO)cc1,7.4,2.93
2568,COc1ccc(C)c(N(C)c2cc[nH]c(=Nc3cc(N4CCOCC4)cc(N4CCOCC4)c3)n2)c1,7.4,3.18
2569,COc1ccc(C)c(NC(=O)CC23CC4CC(CC(C4)C2)C3)c1,7.4,3.96
2570,COc1ccc(C2(C#N)CCC(C(=O)O)CC2)cc1OC1CCCC1,7.4,0.76
2571,COc1ccc(C2Sc3ccccc3N(CCN(C)C)C(=O)C2OC(C)=O)cc1,7.4,2.165
2572,COc1ccc(C=C2SC(=O)NC2=O)cc1OC,7.4,1.17
2573,COc1ccc(C=NN=Cc2ccc(OC)c(OC)c2)cc1OC,7.4,3.38
2574,COc1ccc(CC(=O)N(C)C2CCN(CCC(c3ccccc3)c3ccccc3)CC2)cc1OC,7.4,3.4
2575,COc1ccc(CC(=O)N=c2[nH]c3ccccc3[nH]2)cc1,7.4,2.9
2576,COc1ccc(CC(=O)NC(N=C(Nc2ccccc2C)NC#N)C(C)(C)C)cc1OC,7.4,2.48
2577,COc1ccc(CC(=O)Nc2c(-c3cccs3)nc3cc(C)ccn23)cc1,7.4,3.95
2578,COc1ccc(CC(C)(C)NC[C@H](O)c2cc(O)cc3c2OCC(=O)N3)cc1,7.4,0.79
2579,COc1ccc(CC(N=C(N)N)C(=O)N2CCCC2C(=O)N[C@@H](Cc2c[nH]c3ccccc23)C(=O)N[C@@H](Cc2ccccc2)C(N)=O)cc1,7.4,1.63
2580,COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,5.5,1.2
2581,COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,6.5,1.9
2582,COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,7.4,2.4233333333333333
2583,COc1ccc(CCN(C)CCC[C@@](C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,7.4,2.51
2584,COc1ccc(CCN2CN=C(SCc3ccc(Cl)cc3)NC2)cc1OC,7.4,2.41
2585,COc1ccc(CCNC(=O)c2c(C)nc3ccccn23)cc1,7.4,3.39
2586,COc1ccc(CCc2nc3ccccc3n3cccc23)cc1OC,7.4,2.97
2587,COc1ccc(CN(CCN(C)C)c2ccccn2)cc1,7.4,1.39
2588,COc1ccc(CN2C(=O)CCC2(C)C(=O)NC2CCCCC2)c(OC)c1,7.4,2.38
2589,COc1ccc(CN2CCC(n3c(=O)[nH]c4ccccc43)CC2)c(Cl)c1,7.4,2.5
2590,COc1ccc(CN2CCc3c([nH]c4ccccc34)C2)cc1OC,7.4,3.1
2591,COc1ccc(CNC(=O)CSc2nc3cccnc3s2)cc1,7.4,2.5
2592,COc1ccc(CNC(=O)N=c2[nH]cc([N+](=O)[O-])s2)cc1,7.4,2.9
2593,COc1ccc(CNC(=O)c2ccc(Oc3ccc(C#C[C@]4(O)CN5CCC4CC5)cc3)cc2)nc1,7.4,3.1
2594,COc1ccc(CNC(=O)c2sc3nc(C)cc(C)c3c2N)cc1,7.4,3.85
2595,COc1ccc(CNCc2ccc(-c3cc(C(N)=O)c(NC(N)=O)s3)cc2)cc1,7.4,2.55
2596,COc1ccc(CNCc2cccc(CCNC[C@H](O)c3ccc(O)c4[nH]c(=O)sc34)c2)cc1,7.4,0.86
2597,COc1ccc(COC(=O)N2CCC(CN=c3nccc[nH]3)CC2)cc1,7.4,3.14
2598,COc1ccc(COc2ccc(Cc3c[nH]c(=N)[nH]c3=N)cc2OC)cc1,7.4,2.27
2599,COc1ccc(COc2nc(Br)c[nH]c2=NS(=O)(=O)c2ccc(C)cc2)cc1OCCN(C)C,7.4,1.68
2600,COc1ccc(C[C@@H](C)NC[C@H](O)c2ccc(O)c(NC=O)c2)cc1,7.4,0.605
2601,COc1ccc(Cc2c(N)[nH][nH]c2=N)cc1,7.4,0.2
2602,COc1ccc(Cc2nccc3cc(OC)c(OC)cc23)cc1OC,7.4,2.85
2603,COc1ccc(Cl)c(C(=O)NCC23CC4CC(CC(C4)C2)C3)c1,7.4,4.39
2604,COc1ccc(Cl)c(N=c2[nH]cnc3cc(OC)cc(OC4CCN(C)CC4)c23)c1,7.4,3.6
2605,COc1ccc(Cl)c(N=c2[nH]cnc3cc(OCC4CCN(C)CC4)c(OC)cc23)c1,7.4,2.0
2606,COc1ccc(Cl)cc1C(=O)N=c1[nH]c2ccccc2[nH]1,7.4,4.05
2607,COc1ccc(Cl)cc1C(=O)NCCc1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,7.4,2.23
2608,COc1ccc(Cl)cc1NC(=O)CCS(=O)(=O)c1ccc(Br)cc1,7.4,3.4
2609,COc1ccc(Cl)cc1NC(=O)N=c1cncc[nH]1,7.4,3.63
2610,COc1ccc(Cn2c(=O)[nH]c3c(=O)n(CC(=O)NC(C(=O)C(F)(F)F)C(C)C)c(-c4ccccc4)cc3c2=O)cc1,7.4,2.93
2611,COc1ccc(Cn2cc3c(=O)n(C)c(=O)n(CC(C)C)c3c2)cc1,7.4,3.52
2612,COc1ccc(F)c(F)c1C(=O)c1c[nH]c(=NC2CCN(S(C)(=O)=O)CC2)[nH]c1=N,7.4,2.08
2613,COc1ccc(I)c(CN(C(C)=O)c2cc(F)ccc2Oc2ccccc2)c1,7.4,4.42
2614,COc1ccc(N(C(=O)c2ccccc2)C(C(=O)NC2CCCC2)c2ccccc2F)c(OC)c1,7.4,3.86
2615,COc1ccc(N(C(=O)c2ccccc2)C(C(=O)NC[C@@H](C)O)c2ccccc2F)c(OC)c1,7.4,2.55
2616,COc1ccc(N(C(=O)c2ccccc2)C(C)C(=O)NC2CCCC2)c(OC)c1,7.4,3.02
2617,COc1ccc(N(C(=O)c2ccco2)C(C(=O)NC2CCCC2)c2ccccc2F)c(OC)c1,7.4,3.09
2618,COc1ccc(N(C(=O)c2ccoc2Cl)C(C(=O)NC[C@@H](C)O)c2ccccc2F)c(OC)c1,7.4,2.36
2619,COc1ccc(N(C(=O)c2occc2C)C(C(=O)NC[C@@H](C)O)c2ccccc2F)c(OC)c1,7.4,2.04
2620,COc1ccc(N(C(=O)c2occc2CO)C(C(=O)NC[C@@H](C)O)c2ccccc2F)c(OC)c1,7.4,1.37
2621,COc1ccc(N(C(=O)c2occc2Cl)C(C(=O)NC[C@@H](C)O)c2ccccc2F)c(OC)c1,7.4,2.18
2622,COc1ccc(N(C(C)=O)C(C(=O)NC2CCCC2)c2ccccc2F)c(OC)c1,7.4,2.81
2623,COc1ccc(N2CCN(C(=O)C3CCCCC3C(=O)NC3(C#N)CC3)CC2)cc1,7.4,1.74
2624,COc1ccc(N2CCN(C(=O)C3CCCCC3C(=O)NC3(C#N)CC3)CC2)cc1OC,7.4,1.4
2625,COc1ccc(N2CCN(C(=O)C3CCCCC3C(=O)NC3(C#N)CC3)[C@H](C)C2)cc1OC,7.4,1.85
2626,COc1ccc(N2CCN(C(=O)C3CCCCC3C(=O)NC3(C#N)CC3)[C@H](C)C2)nc1OC,7.4,2.3
2627,COc1ccc(N2CCN(C(=O)C3CCCCC3C(=O)NCC#N)CC2)cc1,7.4,1.6
2628,COc1ccc(N=c2cc(Nc3ccc(OCC(O)CN(C)C)cc3)[nH]cn2)cc1,7.4,1.5
2629,COc1ccc(N=c2cc(Oc3cc(C)c(C)nc3-c3ccccn3)cc[nH]2)cc1,7.4,3.51
2630,COc1ccc(N=c2nc(-c3cnc(C)n3C(C)C)cc[nH]2)cc1,7.4,3.43
2631,COc1ccc(NC(=O)CCc2c(C)nc3nc(C)nn3c2C)cc1,7.4,1.4
2632,COc1ccc(NC(=O)CSc2nnc(C)n2-c2ccc(C)cc2)cc1,7.4,2.94
2633,COc1ccc(NC(=O)c2cc[nH]c(=N)n2)cc1,7.4,1.72
2634,COc1ccc(NC(=O)c2ccc(-c3ccncc3)c(C)c2)cc1N1CCN(C)CC1,7.4,2.56
2635,COc1ccc(NC(=O)c2n[nH]c(=Nc3ccccc3F)o2)cn1,7.4,3.2
2636,COc1ccc(Nc2ccccc2C(=O)O)cc1,7.4,1.2
2637,COc1ccc(Nc2ccccc2NC(=O)c2ccc(=O)[nH]c2)cc1,7.4,2.92
2638,COc1ccc(OC(F)(F)F)cc1CN[C@H]1CCCN[C@H]1c1ccccc1,7.4,2.9
2639,COc1ccc(OC)c(-c2c(F)ccc3c(=N)c(C(=O)NC(C)C)n[nH]c23)c1,7.4,3.77
2640,COc1ccc(OC)c(-c2c(F)ccc3c(=N)c(C(=O)NC4CC4)n[nH]c23)c1,7.4,3.47
2641,COc1ccc(OC)c(-c2cccc3c(=N)c(C(=O)NC(C)C)n[nH]c23)c1,7.4,3.65
2642,COc1ccc(OC)c(-c2cccc3c(=N)c(C(=O)NC4(C)CCC4)n[nH]c23)c1,7.4,4.48
2643,COc1ccc(OC)c(C(O)CNC(=O)CN)c1,7.4,-0.71
2644,COc1ccc(OC)c(CN(C(C)=O)c2cc(F)ccc2Oc2ccccc2)c1,7.4,3.65
2645,COc1ccc(OC)c(CN(C(C)=O)c2cc(I)ccc2Oc2ccccc2)c1,7.4,4.03
2646,COc1ccc(OC)c(CN=c2[nH][nH]c3cccc(Oc4ccc(S(C)(=O)=O)cc4)c23)c1,7.4,3.71
2647,COc1ccc(OC)c(CN=c2[nH][nH]c3ccnc(Oc4ccccc4)c23)c1,7.4,4.25
2648,COc1ccc(OC)c(CNC(=O)c2cccnc2Oc2ccccc2)c1,7.4,3.52
2649,COc1ccc(OCCF)c(CN(C(C)=O)c2cc(F)ccc2Oc2ccccc2)c1,7.4,3.81
2650,COc1ccc(OCCOS(=O)(=O)c2ccc(C)cc2)c(CN(C(C)=O)c2cc(F)ccc2Oc2ccccc2)c1,7.4,4.65
2651,COc1ccc(OCF)c(CN(C(C)=O)c2cc(F)ccc2Oc2ccccc2)c1,7.4,3.7
2652,COc1ccc(OCI)c(CN(C(C)=O)c2cc(F)ccc2Oc2ccccc2)c1,7.4,4.02
2653,COc1ccc(Oc2cccc(CN3CCCC(n4cc(C)c(=O)[nH]c4=O)C3)c2)cc1,7.4,3.17
2654,COc1ccc(Oc2ncccc2C(=O)NCc2ccccc2Cl)cc1,7.4,3.59
2655,COc1ccc(S(=O)(=O)N2CCC[C@H](n3cc(C)c(=O)[nH]c3=O)C2)cc1Oc1cccc(Cl)c1,7.4,2.73
2656,COc1ccc(S(=O)(=O)N=c2cccc[nH]2)cc1,7.4,0.87
2657,COc1ccc(S(=O)(=O)NC(=O)N2CCC(N3CCC(Oc4ccc(Cl)c(Cl)c4)CC3)CC2)cc1,7.4,1.39
2658,COc1ccc(S(=O)(=O)NCC(c2ccccc2)N2CCCCCC2)cc1,7.4,3.13
2659,COc1ccc(S(=O)(=O)Nc2ccc(-c3ccccc3)n(CC(=O)NC(C(=O)C(F)(F)F)C(C)C)c2=O)cc1,7.4,2.5
2660,COc1ccc(S(=O)(=O)Nc2ccc(C=CC(=O)Nc3ccccc3N)cc2)cc1OC,7.4,2.56
2661,COc1ccc(Sc2c(C)n(CC(=O)O)c3ccc(C)cc23)cc1,7.4,1.01
2662,COc1ccc([C@@H]2Sc3ccccc3N(CCN(C)C)C(=O)C2OC(C)=O)cc1,7.4,2.065
2663,COc1ccc([C@]2(O)CC[C@H](N3CC[C@@H](NC(=O)CNC(=O)c4cccc(C(F)(F)F)c4)C3)CC2)cn1,7.4,1.72
2664,COc1ccc2[nH]c(=NC(=O)CCc3ccc(OC)c(OC)c3)sc2c1,7.4,3.57
2665,COc1ccc2[nH]c(=NCCCN(C)CCCN=c3[nH]c4ccc(OC)cc4n4cccc34)c3cccn3c2c1,7.4,3.41
2666,COc1ccc2[nH]c(=NCCCN3CCN(CCCN=c4[nH]c5ccc(OC)cc5n5cccc45)CC3)c3cccn3c2c1,7.4,4.67
2667,COc1ccc2[nH]c(=NCCCN3CCN(CCCN=c4[nH]c5ccc(OC)nc5n5cccc45)CC3)c3cccn3c2n1,7.4,4.73
2668,COc1ccc2[nH]c(=NCCCNCCCN=c3[nH]c4ccc(OC)cc4n4cccc34)c3cccn3c2c1,7.4,2.58
2669,COc1ccc2[nH]c(=N[C@H]3CCC[C@H](NCc4ccsc4)C3)cc(C)c2c1,7.4,2.41
2670,COc1ccc2[nH]c(=N[C@H]3CCC[C@H](NCc4ccsc4)C3)ccc2c1,7.4,2.43
2671,COc1ccc2[nH]c(C(=O)N3CCN(C)CC3)cc2c1,7.4,1.62
2672,COc1ccc2[nH]c(S(=O)Cc3ncc(C)c(OC)c3C)nc2c1,7.4,2.1933333333333334
2673,COc1ccc2[nH]c3c(c2c1)CN(C(=O)C1CCCCC1C(=O)NC1(C#N)CC1)CC3,7.4,2.4
2674,COc1ccc2[nH]c3ccccc3c(=N)c2c1,7.4,1.0
2675,COc1ccc2c(C)[nH]c(=NC(=N)N)nc2c1,7.4,-0.51
2676,COc1ccc2c(C)cc(=N[C@H]3CCC[C@H](NCc4cccc(OC(F)(F)F)c4)C3)[nH]c2c1,7.4,3.61
2677,COc1ccc2c(C)cc(=N[C@H]3CCC[C@H](NCc4ccsc4)C3)[nH]c2c1,7.4,2.46
2678,COc1ccc2c(C)cc(=N[C@H]3CC[C@H](NCc4cn(C)c5ccccc45)C3)[nH]c2c1,7.4,2.53
2679,COc1ccc2c(C)cc(=O)n(CCN3CCC(NCc4cc5c(cn4)OCCO5)CC3)c2c1,7.4,1.72
2680,COc1ccc2c(C)nc(=O)n(CCN3CCC(NCc4cc5c(cn4)OCCO5)CC3)c2c1,7.4,0.29
2681,COc1ccc2c(Oc3ccc(CC(=O)N=c4[nH][nH]c(C)c4C)c(OC)c3)ccnc2c1,7.4,3.78
2682,COc1ccc2c(Oc3ccc(CC(=O)Nc4cn(C)nc4C)c(OC)c3)ccnc2c1,7.4,3.5
2683,COc1ccc2c(c1)=C(c1ccccc1)NC(NC(=O)c1ccccc1OC)C(=O)N=2,7.4,3.8
2684,COc1ccc2c(c1)N(CCN1CCC(NCc3cc4c(cn3)OCCO4)CC1)C(=O)CO2,7.4,1.24
2685,COc1ccc2c(c1)N(CCN1CCC(NCc3cc4c(cn3)OCCO4)CC1)C(=O)CS2,7.4,1.78
2686,COc1ccc2c(c1)N(CCN1CCC(NCc3ccc4c(n3)NC(=O)CO4)CC1)C(=O)CC2,7.4,0.66
2687,COc1ccc2c(c1)N(CCN1CCC(NCc3ccc4c(n3)NC(=O)CO4)CC1)C(=O)CO2,7.4,0.87
2688,COc1ccc2c(c1)N(CCN1CCC(NCc3ccc4c(n3)NC(=O)CO4)CC1)C(=O)OC2,7.4,0.5
2689,COc1ccc2c(c1)N(C[C@H](C)CN(C)C)c1ccccc1S2,7.4,2.9333333333333336
2690,COc1ccc2c(c1)[nH]c(=NCCCN(C)CCCN=c1[nH]c3cc(OC)ccc3n3cccc13)c1cccn12,7.4,3.55
2691,COc1ccc2c(c1)[nH]c(=NCCCN1CCN(CCCN=c3[nH]c4cc(OC)ccc4n4c(Cl)ccc34)CC1)c1ccc(Cl)n12,7.4,5.74
2692,COc1ccc2c(c1)[nH]c(=NCCCN1CCN(CCCN=c3[nH]c4cc(OC)ccc4n4cccc34)CC1)c1cccn12,7.4,3.72
2693,COc1ccc2c(c1)[nH]c(=NCCCNCCCN=c1[nH]c3cc(OC)ccc3n3cccc13)c1cccn12,7.4,2.76
2694,COc1ccc2c(c1)[nH]c1c(C)nccc12,7.4,2.9
2695,COc1ccc2c(c1)c(-c1ccnc3cc(Cl)ccc13)c(C)n2CC(=O)O,7.4,1.16
2696,COc1ccc2c(c1)c(CC(=O)O)c(C)n2-c1ccnc2cc(Cl)ccc12,7.4,1.69
2697,COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,7.4,0.9125000000000001
2698,COc1ccc2c(c1)cc(C(=O)O)n2Cc1ccc(Cl)c(Cl)c1,7.4,1.66
2699,COc1ccc2c(c1)nc(/C=C/c1ccccc1)c1cccn12,7.4,5.34
2700,COc1ccc2c3c1OC1C(=O)CCC4(O)C(C2)N(C)CCC314,7.4,0.37
2701,COc1ccc2c3c1OC1C(O)C=CC4C(C2)N(C)CCC341,7.4,0.8
2702,COc1ccc2c3c1O[C@@H]1[C@H](O)C=C[C@@H]4[C@H](C2)N(C)CC[C@]341,7.4,0.22
2703,COc1ccc2c3c1O[C@H]1C[C@@H](O)C=C[C@@]31CCN(C)C2,7.4,0.21
2704,COc1ccc2c3c1O[C@H]1[C@@H](O)C=C[C@H]4[C@@H](C2)N(C)CC[C@]314,7.4,0.305
2705,COc1ccc2c3c1O[C@H]1[C@H](O)C=C[C@H]4[C@@H](C2)NCC[C@@]341,7.4,-1.26
2706,COc1ccc2cc(C(=O)Nc3ccc(C4CCN(C)CC4)cc3)sc2c1,7.4,3.11
2707,COc1ccc2cc(C(C)C(=O)O)ccc2c1,5.5,2.1
2708,COc1ccc2cc(C(C)C(=O)O)ccc2c1,6.5,1.1
2709,COc1ccc2cc(C(C)C(=O)O)ccc2c1,7.4,0.2
2710,COc1ccc2cc(CCC(C)=NO)ccc2c1,7.4,3.6
2711,COc1ccc2cc(CCC(C)=O)ccc2c1,7.4,3.1799999999999997
2712,COc1ccc2ccc(=O)n(CCN3CCC(NCc4cc5c(cn4)OCCO5)CC3)c2c1,7.4,1.31
2713,COc1ccc2ccc(=O)n(CCN3CCC(NCc4cc5c(cn4)OCCO5)CC3)c2n1,7.4,1.16
2714,COc1ccc2nc(C)cc(-n3cc(CN4CCN(C(C)=O)CC4)nn3)c2c1,7.4,1.3
2715,COc1ccc2nc(C)cc(-n3cc(CNC(C)=O)nn3)c2c1,7.4,1.6
2716,COc1ccc2nc(C)cc(N3CC(CNC(=O)C4CC4)OC3=O)c2c1,7.4,1.55
2717,COc1ccc2nc(C)cc(OCC(=O)NCc3ccccc3)c2c1,7.4,3.5300000000000002
2718,COc1ccc2nc(C)cc(OCC(=O)Nc3ccccc3OC)c2c1,7.4,3.9
